"","statefips","state","state_name","total","top_01","top_05","top_10","top_25","top_50","top_75","agi_01","agi_05","agi_10","agi_25","agi_50","agi_75","total_agi","sum_agi_01","sum_agi_05","sum_agi_10","sum_agi_25","sum_agi_50","sum_agi_75","total_sal_num","total_sal_amt","num_sal_01","sum_sal_01","num_sal_05","sum_sal_05","num_sal_10","sum_sal_10","num_sal_25","sum_sal_25","num_sal_50","sum_sal_50","num_sal_75","sum_sal_75","total_int_num","total_int_amt","num_int_01","sum_int_01","num_int_05","sum_int_05","num_int_10","sum_int_10","num_int_25","sum_int_25","num_int_50","sum_int_50","num_int_75","sum_int_75","total_div_num","total_div_amt","num_div_01","sum_div_01","num_div_05","sum_div_05","num_div_10","sum_div_10","num_div_25","sum_div_25","num_div_50","sum_div_50","num_div_75","sum_div_75","total_businc_num","total_businc_amt","num_businc_01","sum_businc_01","num_businc_05","sum_businc_05","num_businc_10","sum_businc_10","num_businc_25","sum_businc_25","num_businc_50","sum_businc_50","num_businc_75","sum_businc_75","total_cpgain_num","total_cpgain_amt","num_cpgain_01","sum_cpgain_01","num_cpgain_05","sum_cpgain_05","num_cpgain_10","sum_cpgain_10","num_cpgain_25","sum_cpgain_25","num_cpgain_50","sum_cpgain_50","num_cpgain_75","sum_cpgain_75","total_scorp_num","total_scorp_amt","num_scorp_01","sum_scorp_01","num_scorp_05","sum_scorp_05","num_scorp_10","sum_scorp_10","num_scorp_25","sum_scorp_25","num_scorp_50","sum_scorp_50","num_scorp_75","sum_scorp_75","total_tax","sum_tax_01","sum_tax_05","sum_tax_10","sum_tax_25","sum_tax_50","sum_tax_75","Year","avg_inc_1","avg_inc_5","avg_inc_10","avg_inc_25","avg_inc_50","avg_inc_75","avg_tax_rate_01","avg_tax_rate_5","avg_tax_rate_10","avg_tax_rate_25","avg_tax_rate_50","avg_tax_rate_75","true_sum_sal_10","true_sum_int_10","true_sum_div_10","true_sum_businc_10","true_sum_cpgain_10","true_sum_scorp_10","true_sum_sal_05","true_sum_int_05","true_sum_div_05","true_sum_businc_05","true_sum_cpgain_05","true_sum_scorp_05","true_sum_sal_25","true_sum_int_25","true_sum_div_25","true_sum_businc_25","true_sum_cpgain_25","true_sum_scorp_25","true_sum_sal_50","true_sum_int_50","true_sum_div_50","true_sum_businc_50","true_sum_cpgain_50","true_sum_scorp_50","true_sum_sal_75","true_sum_int_75","true_sum_div_75","true_sum_businc_75","true_sum_cpgain_75","true_sum_scorp_75","true_sum_agi_05","true_sum_agi_10","true_sum_agi_25","true_sum_agi_50","true_sum_agi_75","SalPerc01","SalPerc05","SalPerc10","SalPerc25","SalPerc50","SalPerc75","BusPerc01","BusPerc05","BusPerc10","BusPerc25","BusPerc50","BusPerc75","DivPerc01","DivPerc05","DivPerc10","DivPerc25","DivPerc50","DivPerc75","CapPerc01","CapPerc05","CapPerc10","CapPerc25","CapPerc50","CapPerc75","IntPerc01","IntPerc05","IntPerc10","IntPerc25","IntPerc50","IntPerc75","SCorpPerc01","ScorpPerc05","ScorpPerc10","ScorpPerc25","ScorpPerc50","ScorpPerc75"
"97",48,"TX","Texas",11669213,116692,583461,1166921,2917303,5834607,8751910,542780,216799,149881,83900,41726,20613,936119936,196245312,341560836,445220494,639032152,812753623,901233197,9876726,643914912,96727,65213858,511518,164507812,1035792,243526206,2588641,395970857,5176659,540053443,7734360,616925498,2728859,9178494,108708,5188302,456703,6513613,787605,7139331,1485941,8059639,2124901,8693998,2446698,8967230,1710565,21691719,94958,11577514,380757,15736711,622796,17512932,1065583,19726566,1418516,20985830,1577449,21419626,2596521,31456464,37882,4608121,165685,11150861,305067,14426193,678596,19173944,1190788,23128701,1729237,26289989,1574422,70120952,98511,52571949,377447,61606527,600973,64785775,1000600,68069646,1316503,69541958,1457863,69951027,612166,54481552,75912,38275324,215572,48883754,301092,51445051,433505,53638973,530356,54486564,577048,54611574,121994977,50811340,76108837,89772191,108070350,119003986,121762285,2018,1681737.49700065,311322.14007357,177663.692455353,110725.349095226,59548.6349725637,30329.2369698999,0.258917471618379,0.174086679135534,0.131809753800268,0.0944120657592228,0.0629377355433515,0.0311744154645229,79018394,625718,1776221,3275332,3179248,2561297,99293954,1325311,4159197,6542740,9034578,10608430,152444651,920308,2213634,4747751,3283871,2193922,144082586,634359,1259264,3954757,1472312,847591,76872055,273232,433796,3161288,409069,125010,145315524,103659658,193811658,173721471,88479574,0.332307851511887,0.683299012155095,0.762286848370655,0.78656079088906,0.829388475532768,0.868811314575271,0.0234814322596404,0.0450243705552065,0.0315969786433214,0.0244967255788091,0.0227649292700267,0.035729014698918,0.0589951111800317,0.0286218353381157,0.0171351230967789,0.0114215729994942,0.00724875280384887,0.00490278129051571,0.267888941978904,0.0621721461775825,0.0306700606710472,0.0169436195628645,0.00847512970921136,0.00462331565927295,0.0264378391877203,0.00912022999001813,0.00603627305040887,0.00474846564699426,0.00365158662512131,0.00308807996747362,0.195038157140793,0.0730027302519998,0.0247087155159242,0.0113198660113624,0.00487902269720016,0.00141286846611626
"98",49,"UT","Utah",1238947,12389,61947,123895,309737,619474,929210,483006,198875,143383,89718,48722,24967,99382945,18106814,32051705,42344961,63126679,83908926,95032511,1074115,68042079,10571,5438057,54722,14216813,110696,21909508,276870,38242466,550061,55046429,825054,64497981,375656,900946,11531,400494,49531,562356,87543,631886,175441,735455,273916,824440,329544,867762,185085,1583196,8767,755255,33748,1068100,55474,1203242,99035,1369805,142532,1493657,165644,1546309,209913,1968831,3168,203116,15217,565483,29136,762194,67534,1062841,121175,1421968,160736,1695334,186966,7395751,10004,5308329,37773,6377783,60655,6740269,103745,7101742,146106,7303030,168508,7366254,118056,8792509,8802,4994960,29233,7069909,43420,7694629,69545,8335107,94756,8692849,108296,8787671,10890200,4304334,6397364,7558688,9197591,10384282,10827873,2018,1461523.4482202,281385.265749223,166159.617743914,111824.657504762,67096.4301972318,35913.1163313273,0.237719015614785,0.150092962361628,0.112823775100901,0.0788627292507771,0.0571011883363719,0.0398784204912355,7692695,69530,135142,196711,362486,624720,8778756,161862,312845,362367,1069454,2074949,16332958,103569,166563,300647,361473,640478,16803963,88985,123852,359127,201288,357742,9451552,43322,52652,273366,63224,94822,13944891,10293256,20781718,20782247,11123585,0.300332073881137,0.629532063032977,0.747352927003856,0.785929151766952,0.808572961335702,0.849685780258792,0.0112176554086213,0.025985645925809,0.0191106681889579,0.0144668982612506,0.0172804702013213,0.0245753504827805,0.0417110928515641,0.0224343811651163,0.01312917894979,0.0080148811566012,0.00595950957564887,0.00473336608656292,0.29316747827641,0.0766914563907312,0.0352158733835047,0.0173937977601274,0.00968557442320842,0.00568377910538734,0.0221184135431004,0.0116072617562948,0.00675490826226415,0.00498365919506751,0.00428177954000835,0.00389460771864466,0.275860789203446,0.14879635846562,0.0606921658219712,0.0308192999250591,0.0172138267820607,0.00852441007103375
"99",50,"VT","Vermont",301985,3020,15099,30199,75496,150993,226489,412592,188144,137139,84116,44361,22919,21381659,3027411,6131346,8524759,13340871,17987129,20493318,244736,13865167,2363,880236,12446,2666745,25481,4291075,64869,7746005,129931,11228305,195325,13260440,118088,191688,2834,58716,12717,92730,23396,110882,49576,140191,80364,166888,98603,179819,72950,766400,2507,272726,10383,444989,17873,525365,34203,634571,52241,715341,62408,745299,55831,869314,983,80981,4448,235280,8225,328827,18258,494098,31745,666678,41916,778447,60675,1601104,2551,919897,10013,1216172,16481,1333373,30132,1475281,44699,1559536,52727,1588332,19898,1049150,1692,622316,5356,858882,7777,930816,12090,1002490,16036,1039453,18175,1049150,2311009,685572,1159208,1443916,1863659,2184748,2300132,2018,1002453.97350993,256969.533901813,158504.17218543,106322.979446762,61542.2864484682,33196.3150365582,0.226454881745491,0.152592112914736,0.118954814735276,0.0871539117030501,0.0691070104156937,0.0460396243060679,1624330,18152,80376,93547,117201,71934,1786509,34014,172263,154299,296275,236566,3454930,29309,109206,165271,141908,71674,3482300,26697,80770,172580,84255,36963,2032135,12931,29958,111769,28796,9697,3103935,2393413,4816112,4646258,2506189,0.29075536820075,0.575562632593788,0.678666824321586,0.717369114339534,0.749484854263366,0.810846667988727,0.026749258690016,0.0497107703608484,0.0390851892255954,0.0343162700535204,0.0371438693245188,0.0445971951836035,0.0900855549510787,0.0554982626891349,0.0335821690615034,0.0226751371230569,0.0173838818249008,0.0119536076489044,0.303856001051724,0.0954514189246875,0.0489681471605611,0.0294652616052118,0.0181339477919651,0.0114899554662478,0.0193947898055467,0.0109583480324169,0.00758414866134679,0.00608561428803981,0.00574591423894239,0.00515962682782504,0.205560460736913,0.0762148691902376,0.0300549884203019,0.0148821289870335,0.0079554342440734,0.00386922135561205
"100",51,"VA","Virginia",3694136,36941,184707,369414,923534,1847068,2770602,534077,246917,177506,102365,51199,24567,327758616,52173798,101179261,139458086,213156887,281145875,315099360,3116354,226507674,31214,20081347,163662,53277250,328477,81146769,811538,135931592,1606558,188222633,2413957,216563656,1218321,2470176,34859,943484,153669,1307982,281088,1533329,585452,1927885,917013,2248069,1088953,2380764,824622,7968107,31472,2894783,132881,4533000,233746,5448500,451680,6749391,660274,7569094,755679,7827924,628478,8562380,9972,1160751,44422,2975637,82544,3946168,182944,5338842,321792,6545922,445572,7440719,708296,18909853,31704,11698851,127667,14769716,218994,16162404,406354,17793041,577837,18618637,654439,18833965,214178,19240731,22260,13215756,60529,16633813,86829,17622797,134312,18595651,177388,19098105,199658,19245439,42600132,13455794,22072812,27503371,35639847,40933517,42437158,2018,1412354.7819496,331642.346683269,207240.792173551,133001.517721793,73618.2836798645,36764.7374108587,0.257903287010081,0.175837906071819,0.141868487342545,0.110401741813954,0.0778606970881814,0.0442853215214874,27869519,225347,915500,970531,1392688,988984,33195903,364498,1638217,1814886,3070865,3418057,54784823,394556,1300891,1392674,1630637,972854,52291041,320184,819703,1207080,825596,502454,28341023,132695,258830,894797,215328,147334,49005463,38278825,73698801,67988988,33953485,0.384893332856466,0.677391885880152,0.728066208928827,0.743361116553307,0.769110447709561,0.834701445227198,0.0222477765563473,0.0370343608425861,0.0253542526449022,0.0188968338847195,0.0177540515825886,0.0263536128912835,0.0554834631743696,0.0334292729771781,0.0239166170852945,0.0176514540582553,0.0120564083112989,0.00762307609955208,0.224228471923781,0.0626637279194771,0.0363827259588036,0.0221256923840593,0.012143084112386,0.00634185268463605,0.0180834832074138,0.00743790544331762,0.00588698843289991,0.00535362848033308,0.00470935087311492,0.00390814079909618,0.25330254853212,0.0697484890613114,0.0258363207334603,0.0132004047121472,0.0073902261936889,0.00433928947205272
"101",53,"WA","Washington",3389483,33895,169474,338948,847371,1694742,2542112,625720,258985,178926,104394,54841,27759,327436999,61060369,110992882,146890980,215233061,280218429,314286490,2809171,220123272,28688,22293150,148441,55689575,298649,82029399,739177,133294287,1450898,182292574,2178581,210048812,1205906,2851961,32188,1189378,145068,1637455,264410,1879237,545510,2253841,869523,2587991,1050759,2734815,761274,9547954,28226,4820825,122916,6351104,214199,7141839,400343,8243172,587033,9059171,681045,9358205,484618,9168484,7824,1025932,36078,2648608,68005,3716138,153081,5453503,268944,7151438,361566,8266283,706637,28790404,30021,18623559,128724,23524005,217976,25409550,388197,27357848,553808,28383943,636715,28678458,210838,18315447,18232,10418978,56157,14790011,83738,16204536,131290,17510727,173689,18155553,194730,18317492,44747033,15430349,24681748,29926661,37595857,42787027,44498424,2018,1801456.52751143,368290.907883964,211820.680458359,134419.727274337,76690.5735504283,40204.4691221072,0.252706448596798,0.185278057204932,0.14610559590093,0.112217771068458,0.0798821359294295,0.0502346464625621,26339824,241782,790735,1067530,1885545,1414525,33396425,448077,1530279,1622676,4900446,4371033,51264888,374604,1101333,1737365,1948298,1306191,48998287,334150,815999,1697935,1026095,644826,27756238,146824,299034,1114845,294515,161939,49932513,35898098,68342081,64985368,34068061,0.365100151949622,0.668831248289066,0.733738706713654,0.750121846596974,0.753989528842862,0.814729021413928,0.0168019292513611,0.0324973830177544,0.0297377872220417,0.0254215993218,0.0261279585275258,0.0327240520087128,0.0789517829477906,0.0306469454080951,0.022027211580959,0.0161150053361706,0.0125566573693943,0.00877754680549621,0.305002398527922,0.098141385353467,0.0525249276437988,0.0285080286039285,0.0157896312905391,0.00864490057124179,0.0194787227702473,0.00897365209718165,0.0067352314877518,0.00548130806845054,0.00514192671802674,0.00430972575750642,0.17063404906708,0.0875388146396718,0.0394038982232429,0.0191125435586312,0.00992263366116508,0.00475339644366611
"102",54,"WV","West Virginia",715608,7156,35780,71561,178902,357804,536706,319845,156296,119017,75259,38386,18817,42190278,4775683,10617769,15443974,25536229,35343193,40314149,581732,29839068,5902,1903253,30882,5812590,62916,9468979,157409,17160124,309890,24660436,457112,28541516,189268,259300,6192,69674,24135,109648,41013,133239,80906,175629,128012,218081,159122,241280,97736,606000,4967,202738,17269,332957,27388,393689,48826,486541,72294,558244,86016,587578,85477,1184114,2554,279530,8972,517640,15137,625764,30440,783713,50313,949391,64880,1060561,77510,1213273,4924,652706,16101,889802,24491,979988,41801,1102653,59538,1177233,69285,1204027,25242,1568051,3610,1119135,8631,1411972,11474,1472253,16290,1529718,20850,1561398,23271,1568236,4066750,1120706,1962109,2489408,3309490,3897583,4056049,2018,667367.663499161,204097.470653997,134881.780833403,94020.5047465554,54817.5202065936,27785.9163117237,0.234669260920375,0.144024411828241,0.109257480774232,0.0812585492538585,0.0599668765991187,0.0318783751053117,3656389,23591,60732,108124,90186,60281,3909337,39974,130219,238110,237096,292837,7691145,42390,92852,157949,122665,57465,7500312,42452,71703,165678,74580,31680,3881080,23199,29334,111170,26794,6838,5842086,4826205,10092255,9806964,4970956,0.398530011309377,0.669167999238628,0.757611622382389,0.762083895026434,0.764794486856483,0.780751227731648,0.0585319419232809,0.0407577019578281,0.0224035240939827,0.015650516163137,0.0168939133456593,0.0223639074656867,0.0424521476823315,0.0222898122348764,0.0125838003151545,0.00920032242546388,0.00731143705636117,0.00590107818294911,0.136672806800619,0.0405841338179548,0.0186867321218224,0.0121543698608487,0.00760480001762013,0.00539011007138265,0.0145893268041451,0.00684241895788593,0.00488810566480288,0.00420025058819857,0.00432876066436055,0.00466690914182302,0.234340302737849,0.050125417530656,0.0124903521503956,0.00569397027720762,0.00323035752960855,0.00137559053027225
"103",55,"WI","Wisconsin",2631138,26311,131557,263114,657785,1315569,1973354,434346,186922,138170,87935,47441,24319,197504097,31660714,58829782,79681392,122688091,165727925,188929029,2169380,133925732,23120,11687373,115773,29520107,232903,44805468,578494,76694934,1142245,109040951,1706792,127722801,1048685,1619546,24959,607469,109358,842064,199091,970809,428161,1190873,711244,1410086,887189,1524511,615037,4440213,21655,1738991,86963,2602835,147842,3009193,286748,3613085,443599,4100344,535464,4304248,341412,4962755,6613,520803,28949,1487164,52367,2011908,114674,2915800,199066,3856318,260047,4434078,527825,10771064,21848,6289467,83581,8055027,137399,8786054,255442,9750684,386986,10425379,462961,10666145,141760,12462477,15321,9131264,43106,11207921,60149,11711904,89442,12173443,116453,12389668,130917,12458852,22558133,7821402,12088943,14584403,18345285,21373046,22445328,2018,1203326.137357,258148.224160538,158498.673578753,108968.48007581,65431.5611203678,35271.5613764376,0.247038080063513,0.157073514630682,0.119677089682763,0.0874487483915006,0.0703478782004596,0.0462168524394356,15285361,128745,406358,524744,731027,503983,17832734,234595,863844,966361,1765560,2076657,31889466,220064,603892,903892,964630,461539,32346017,219213,487259,940518,674695,216225,18681850,114425,203904,577760,240766,69184,27169068,20851610,43006699,43039834,23201104,0.369144328204348,0.656361638904949,0.733054234181437,0.741499969574507,0.751536750815535,0.805213838100118,0.0164495026865155,0.0355684265650923,0.0251656346919974,0.0210174698597537,0.0218522682963879,0.0249022632716098,0.0549258301628953,0.0317951281950489,0.0194880874906062,0.0140418124162471,0.0113211170842341,0.00878854730361107,0.19865208977915,0.0649841945259219,0.0350585398441655,0.0224297614657661,0.0156760595312705,0.0103773510088141,0.0191868383006144,0.00863463553479273,0.00617434337204657,0.00511697026549282,0.00509325849165682,0.00493187737962814,0.288409920256378,0.0764346057067545,0.0241699801598054,0.0107317932027287,0.00502383443207518,0.00298192706691888
"104",56,"WY","Wyoming",251591,2516,12580,25159,62898,125796,188693,528153,194473,143808,93627,50716,24537,22472127,5648857,8498560,10566555,14892721,19318325,21620342,208080,12595312,1761,774772,9864,2126565,20798,3552030,53862,6781017,107284,10116558,160633,11943789,87634,376452,2419,247430,10422,290245,18166,304127,36754,328515,60146,353249,75016,366503,50570,1108575,2057,782811,7855,917175,12829,960745,23724,1018633,36583,1072850,44318,1095324,42047,571370,824,71555,3655,201732,6558,258688,13967,346630,24759,448694,32926,518318,48532,2860486,2224,2220011,8374,2536639,13364,2626229,23705,2740240,35678,2818820,42724,2847243,23708,1785791,2032,1161952,6765,1578689,9522,1666654,14250,1748430,19082,1782069,21737,1791044,2866883,1324914,1780661,2035638,2435890,2749282,2854497,2018,2245173.68839428,283158.088235294,164400.588282057,114633.827075439,70361.6013227766,36599.7901330747,0.234545501859934,0.159927894240207,0.123296719769632,0.0925188723687441,0.0708133850204401,0.0457055703758921,1425465,13882,43570,56956,89590,87965,1351793,42815,134364,130177,316628,416737,3228987,24388,57888,87942,114011,81776,3335541,24734,54217,102064,78580,33639,1827231,13254,22474,69624,28423,8975,2849703,2067995,4326166,4425604,2302017,0.137155534296584,0.474362766926939,0.689298088244894,0.746385367551777,0.75369169948328,0.793752174723297,0.0126671643484691,0.0456809007815902,0.0275416526635703,0.0203279300886744,0.0230621628143865,0.0302447809898884,0.138578654053378,0.0471501767026248,0.0210687163170124,0.0133809012414225,0.012250757184782,0.00976274284681651,0.393001805497997,0.111109122599794,0.043322155034224,0.0263538199874901,0.0177557684781557,0.0123469983062679,0.043801781493141,0.0150243727153321,0.00671278218757782,0.00563732413411783,0.00558884165867529,0.00575755956624126,0.205696833890467,0.146238748388867,0.0425363697687857,0.0189026495978194,0.00760099638377044,0.0038987548745296
"105",0,"US","United States",140871623,1408716,7043581,14087162,35217906,70435812,105653717,516714,209515,146621,84646,42589,20840,11147700000000,2289480000,3969890000,5187000000,7507900000,9648820000,10737100000,116347854,7470010000000,1188972,833944000,6157814,1968130000,12382104,2861570000,30677099,4595510000,60954073,6264160000,91233216,7163610000,42434664,100340000000,1314776,51066884.529,5659667,64808649.871,10134323,71962909.837,20579614,83516478.643,31476701,92765688.426,37281052,97014073.936,26813941,272859000000,1161229,128608000,4715847,180102000,7948179,204364000,14593893,237541000,20865936,259428000,24047023,267522000,24890691,361139000000,393670,56334249.199,1772009,126192000,3255118,162593000,7130614,218663000,12321006,271220000,17054419,310425000,24096578,834817000000,1203121,612178000,4694522,720056000,7674750,759588000,13563289,803539000,19013259,825881000,21743009,832389000,8586311,731822000000,871494,494976000,2540300,635006000,3636299,672897000,5517597,708964000,7124201,726862000,7962545,731850000,1602690000000,614471000,944259000,1119600000,1375300000,1550400000,1598350000,2017,1625224.67268065,298216.549997205,172797.047410969,109835.223975076,60790.6671112133,30901.3270380507,0.268388891800758,0.196254485512464,0.144063396077594,0.110172777801715,0.0817872690245315,0.0440603521152645,893440000,7154259.966,24262000,36401000,39532000,37891000,1134186000,13741765.342,51494000,69857750.801,107878000,140030000,1733940000,11553568.806,33177000,56070000,43951000,36067000,1668650000,9249209.78299999,21887000,52557000,22342000,17898000,899450000,4248385.51000001,8094000,39205000,6508000,4988000,1680410000,1217110000,2320900000,2140920000,1088280000,0.364250397470168,0.67494599532257,0.734066764713132,0.747098108492395,0.779407918091288,0.826487668614695,0.0246056961401716,0.0415718490136336,0.029907732250988,0.024158731526563,0.0245487921080657,0.0360247362811041,0.0561734542341492,0.03064371195125,0.0199341062023975,0.0142948856047223,0.0102231750836089,0.00743742419230345,0.267387354333735,0.0641974280086407,0.0324802195364429,0.0189370502822181,0.0104357005399548,0.00598007865622818,0.022305014470098,0.00817762649710487,0.0058780717979476,0.00497805541212461,0.0043202033625731,0.00390376144925939,0.216195817390849,0.0833308537797323,0.0311319437027056,0.0155400922056099,0.00835995740149095,0.00458337927739185
"106",1,"AL","Alabama",1912769,19128,95638,191277,478192,956385,1434577,373989,168065,123463,73332,36513,18213,119663000000,18553159.058,35924228.861,49537637.54,76667111.647,101688000,114406000,1588126,83002648454,16353,6668933.503,84066,18270539.177,168820,28381243.621,416648,48759131.767,827071,68478569.269,1233107,79071631.964,496690,798705626,17280,289685.936,70793,419821.558,124919,489584.789,249182,611727.781,372440,710881.034,440564,759994.646,258538,1939197381,14336,790584.934,53515,1206988.015,86033,1396453.518,150553,1664244.029,206834,1833757.525,235168,1896339.134,340088,3326049728,6403,628951.193,25255,1318403.282,44403,1608540.691,96173,2092023.801,166016,2484720.468,231293,2687951.38,224493,5478481364,14728,3880033.921,51471,4651479.223,80140,4930816.635,135396,5252849.135,182085,5415526.944,204707,5460317.314,91447,7319664684,12785,5371863.511,32526,6590737.033,43985,6889365.209,63362,7176679.545,78774,7302828.111,85913,7330674.91,14427310892,4866651.339,7830063.923,9608232.247,12267449.253,13995727.433,14395071.111,2017,969947.671371811,227043.129041955,142341.604146844,94555.7886726034,52323.8281467943,26596.0116438585,0.262308500875032,0.170594708190524,0.130618889502891,0.0980194822616876,0.0690734140058132,0.0313998803270954,10110704.444,69763.231,189465.503,290137.409,279337.412,298628.176,11601605.674,130135.622,416403.081,689452.089,771445.302,1218873.522,20377888.146,122142.992,267790.511,483483.11,322032.5,287314.336,19719437.502,99153.253,169513.496,392696.667,162677.809,126148.566000001,10593062.695,49113.6120000001,62581.6089999999,203230.912,44790.3700000001,27846.7989999996,17371069.803,13613408.679,27129474.107,25020888.353,12718000,0.359450025850148,0.667869383150852,0.742701896520358,0.751134653979233,0.788118999765076,0.832918909812863,0.0338999515410719,0.0396896735099718,0.0213126202144776,0.0178213225989239,0.0156947531782146,0.0159797855008649,0.0426118771217619,0.0239710671664037,0.0139175652085042,0.0098708330999643,0.0067748791972718,0.0049207115112439,0.209130634242418,0.044409775031056,0.02051928496284,0.0118702079785951,0.00650167998453561,0.00352180924673692,0.0156138334767895,0.00749151453973926,0.00512459683279886,0.00450222483186596,0.00396281904947278,0.00386174021072496,0.289539021047938,0.07016686570389,0.021936326385372,0.0105904867476169,0.00504173010247557,0.00218955802799179
