"","statefips","state","state_name","total","top_01","top_05","top_10","top_25","top_50","top_75","agi_01","agi_05","agi_10","agi_25","agi_50","agi_75","total_agi","sum_agi_01","sum_agi_05","sum_agi_10","sum_agi_25","sum_agi_50","sum_agi_75","total_sal_num","total_sal_amt","num_sal_01","sum_sal_01","num_sal_05","sum_sal_05","num_sal_10","sum_sal_10","num_sal_25","sum_sal_25","num_sal_50","sum_sal_50","num_sal_75","sum_sal_75","total_int_num","total_int_amt","num_int_01","sum_int_01","num_int_05","sum_int_05","num_int_10","sum_int_10","num_int_25","sum_int_25","num_int_50","sum_int_50","num_int_75","sum_int_75","total_div_num","total_div_amt","num_div_01","sum_div_01","num_div_05","sum_div_05","num_div_10","sum_div_10","num_div_25","sum_div_25","num_div_50","sum_div_50","num_div_75","sum_div_75","total_businc_num","total_businc_amt","num_businc_01","sum_businc_01","num_businc_05","sum_businc_05","num_businc_10","sum_businc_10","num_businc_25","sum_businc_25","num_businc_50","sum_businc_50","num_businc_75","sum_businc_75","total_cpgain_num","total_cpgain_amt","num_cpgain_01","sum_cpgain_01","num_cpgain_05","sum_cpgain_05","num_cpgain_10","sum_cpgain_10","num_cpgain_25","sum_cpgain_25","num_cpgain_50","sum_cpgain_50","num_cpgain_75","sum_cpgain_75","total_scorp_num","total_scorp_amt","num_scorp_01","sum_scorp_01","num_scorp_05","sum_scorp_05","num_scorp_10","sum_scorp_10","num_scorp_25","sum_scorp_25","num_scorp_50","sum_scorp_50","num_scorp_75","sum_scorp_75","total_tax","sum_tax_01","sum_tax_05","sum_tax_10","sum_tax_25","sum_tax_50","sum_tax_75","Year","avg_inc_1","avg_inc_5","avg_inc_10","avg_inc_25","avg_inc_50","avg_inc_75","avg_tax_rate_01","avg_tax_rate_5","avg_tax_rate_10","avg_tax_rate_25","avg_tax_rate_50","avg_tax_rate_75","true_sum_sal_10","true_sum_int_10","true_sum_div_10","true_sum_businc_10","true_sum_cpgain_10","true_sum_scorp_10","true_sum_sal_05","true_sum_int_05","true_sum_div_05","true_sum_businc_05","true_sum_cpgain_05","true_sum_scorp_05","true_sum_sal_25","true_sum_int_25","true_sum_div_25","true_sum_businc_25","true_sum_cpgain_25","true_sum_scorp_25","true_sum_sal_50","true_sum_int_50","true_sum_div_50","true_sum_businc_50","true_sum_cpgain_50","true_sum_scorp_50","true_sum_sal_75","true_sum_int_75","true_sum_div_75","true_sum_businc_75","true_sum_cpgain_75","true_sum_scorp_75","true_sum_agi_05","true_sum_agi_10","true_sum_agi_25","true_sum_agi_50","true_sum_agi_75","SalPerc01","SalPerc05","SalPerc10","SalPerc25","SalPerc50","SalPerc75","BusPerc01","BusPerc05","BusPerc10","BusPerc25","BusPerc50","BusPerc75","DivPerc01","DivPerc05","DivPerc10","DivPerc25","DivPerc50","DivPerc75","CapPerc01","CapPerc05","CapPerc10","CapPerc25","CapPerc50","CapPerc75","IntPerc01","IntPerc05","IntPerc10","IntPerc25","IntPerc50","IntPerc75","SCorpPerc01","ScorpPerc05","ScorpPerc10","ScorpPerc25","ScorpPerc50","ScorpPerc75"
"155",55,"WI","Wisconsin",2613791,26138,130690,261379,653448,1306896,1960343,410830,178710,132658,84610,45452,23024,185948000000,28215038.53,53841326.863,73692520.234,114779000,155870000,177844000,2159850,128778000000,23112,11022643.508,115984,28376248.418,233244,43198937.647,579302,74099397.406,1142312,105239000,1702222,122925000,1002713,1285133688,24490,431747.973,105678,624417.513,191409,728483.712,410524,914211.255,680251,1100301.15,848187,1199249.736,607500,3918441345,21242,1467632.853,85214,2229997.303,144918,2596233.021,281023,3141379.365,435220,3593795.94,526765,3785223.255,339329,4803964072,6431,541512.885,28346,1449507.971,51606,1951973.652,113820,2813964.185,198031,3729844.783,258865,4296407.741,532926,9457779622,21447,5443117.676,82311,7039775.879,135719,7682552.376,253908,8541525.081,386279,9136258.591,464389,9359112.192,141636,11271600991,15056,8148130.504,42226,10039683.437,59220,10512810.342,88821,10957821.013,116419,11191230.732,130743,11265707.216,23675003859,7668791.587,12190369.667,14790880.68,18927186.277,22354930.436,23553155.389,2017,1079464.32512051,245105.673090902,151896.436356541,104794.00249956,62883.3510853197,33627.8229144827,0.271798019302581,0.176442956593811,0.131000235824563,0.100673156244037,0.083418367988124,0.0545292142077001,14822689.229,104066.199,366235.718,502465.681,642776.497,473126.904999999,17353604.91,192669.54,762364.45,907995.086,1596658.203,1891552.933,30900459.759,185727.543,545146.344,861990.533,858972.705,445010.671,31139602.594,186089.895,452416.575,915880.598,594733.51,233409.719000001,17686000,98948.5860000001,191427.315,566562.958,222853.601,74476.4839999992,25626288.333,19851193.371,41086479.766,41091000,21974000,0.390665548667603,0.677179803977038,0.746690083159132,0.752083408824205,0.757820510428074,0.804860289432966,0.0191923496551043,0.0354321731731528,0.0253116108240644,0.0209799072081448,0.0222890802852206,0.0257833329389278,0.0520159790474686,0.0297493121162721,0.0184490529690282,0.0132682660355614,0.0110101135285099,0.00871153704377901,0.192915479105674,0.0623054803041422,0.0323797408542205,0.020906456573844,0.014473571098294,0.0101416947756439,0.015302051512031,0.00751843331723899,0.00524231450750095,0.00452040535129256,0.00452872636343725,0.00450298470920179,0.288786793444793,0.0738129887723215,0.0238336756968564,0.0108310732273602,0.00568031245284857,0.00338930026394827
"156",56,"WY","Wyoming",249553,2496,12478,24955,62388,124777,187165,458579,181233,136504,89063,48170,23197,21692660023,5985614.122,8544166.402,10478126.556,14560101.957,18730918.482,20896804.159,207417,12156784579,1800,881912.741,10007,2203027.121,20949,3561843.994,53865,6644646.574,107156,9818405.124,160256,11547837.062,81787,388759626,2388,280856.222,10005,312078.946,17357,326554.067,34523,347472.064,56224,368730.701,69842,380008.466,49550,1054328283,2017,760679.136,7677,873773.328,12567,912784.478,23120,968624.736,35649,1016453.964,43310,1038211.269,41340,550613650,838,105641.719,3548,214642.297,6347,258845.554,13829,344206.854,24373,435183.808,32387,502181.196,48455,3239651294,2186,2697189.326,8179,2952409.767,13071,3034616.791,23247,3130539.073,35234,3200835.975,42456,3227720.945,23347,1477593114,1961,953144.78,6381,1296957.355,9027,1376971.566,13653,1447006.042,18582,1481849.853,21345,1487879.174,3177306233,1494667.814,1967164.503,2242274.563,2689172.021,3047072.511,3164141.065,2017,2398082.58092949,256316.597876177,155002.016029494,109047.508909251,66851.793184696,34716.3825896006,0.249710018643932,0.184673454864874,0.142252186236098,0.10948068376172,0.0858106531070675,0.0540511234010067,1358816.873,14475.121,39011.15,44203.257,82207.0240000002,80014.2110000001,1321114.38,31222.724,113094.192,109000.578,255220.441,343812.575,3082802.58,20917.997,55840.258,85361.3,95922.2819999997,70034.476,3173758.55,21258.637,47829.228,90976.954,70296.9020000002,34843.811,1729431.938,11277.765,21757.3049999999,66997.388,26884.9700000002,6029.321,2558552.28,1933960.154,4081975.401,4170816.525,2165885.677,0.14733872298225,0.516352309986802,0.702608515583719,0.755223213556058,0.76094417747134,0.798487176107772,0.0176492698738657,0.0426024431285023,0.0228563431922704,0.0209117624714466,0.0218127442084017,0.0309330214015723,0.127084559828897,0.044202415906858,0.020171641033717,0.0136797144799844,0.0114675933868848,0.0100454540288277,0.450611962452865,0.0997518960214485,0.0425070929356905,0.0234989858039077,0.0168544700009311,0.0124129220140737,0.046921872388619,0.0122032777067194,0.00748470487877487,0.00512447894587399,0.00509699644483882,0.00520699920580342,0.159239262767831,0.134377779843529,0.0413732469278166,0.0171570058905409,0.00835419414667251,0.00278376696610843
"158",0,"US","United States",138509177,1385092,6925459,13850918,34627294,69254589,103881883,480871,199617,140634,81629,40919,19989,10332400000000,1990260000,3548230000,4692880000,6889710000,8916700000,9944320000,114731916,7105490000000,1183681,779544000,6128442,1865300000,12305881,2721930000,30403338,4380120000,60265966,5968280000,90012870,6816780000,41020145,90611487079,1278709,43890350.001,5442382,56300557.251,9737312,63003236.86,19801464,74087250.667,30314563,83088016.69,35958595,87303621.041,26124046,245332000000,1125533,115245000,4528801,159198000,7617324,180420000,14022078,210689000,20118026,231512000,23281163,239653000,24133029,345967000000,386296,53532462.086,1739661,120524000,3194561,155263000,6990098,208865000,12049648,259014000,16618739,296860000,22728863,604017000000,1162053,456393000,4454126,529787000,7231075,555995000,12715920,584739000,17799891,598946000,20388052,602953000,8275650,669513000000,850505,453872000,2448516,581400000,3498898,615719000,5318365,648844000,6872243,665124000,7677037,669573000,1446830000000,542401000,842099000,1004110000,1240310000,1400580000,1443190000,2016,1436915.38179413,281203.393204818,165281.463654611,105736.919662986,58537.3474884481,29676.5898022525,0.272527709947444,0.192364422934973,0.141537587908968,0.107518560835386,0.0790679776417249,0.0414647437768825,856630000,6702679.609,21222000,34739000,26208000,34319000,1085756000,12410207.25,43953000,66991537.914,73394000,127528000,1658190000,11084013.807,30269000,53602000,28744000,33125000,1588160000,9000766.023,20823000,50149000,14207000,16280000,848500000,4215604.35100001,8141000,37846000,4007000,4449000,1557970000,1144650000,2196830000,2026990000,1027620000,0.391679479063037,0.696904304960943,0.748377233215393,0.754810340354056,0.783506578720171,0.825694322804149,0.0268972205068684,0.042999247683845,0.0303490149827458,0.0243997032087144,0.0247406252620881,0.0368287888519102,0.0579044948901149,0.0282117113936725,0.0185401651159743,0.0137784899150139,0.0102728676510491,0.00792218913606197,0.229313255554551,0.0471087376522013,0.0228960817717206,0.0130843078435746,0.00700891469617512,0.00389930129814523,0.0220525710213741,0.00796562658459406,0.00585565859345651,0.00504545814059349,0.00444045901706471,0.00410229885658124,0.228046586878096,0.0818552346964319,0.0299820905953785,0.0150785449943783,0.00803161337747103,0.0043294213814445
"159",1,"AL","Alabama",1899644,18996,94982,189964,474911,949822,1424733,358539,162617,119696,71183,35400,17709,114510000000,17185042.195,33806538.331,46900802.304,73072931.804,97169256.461,109425000,1582500,80328821141,16437,6429768.6,84177,17722949.629,168974,27554165.561,416470,47292491.719,825412,66340393.55,1229698,76551380.049,482065,753643888,16938,258941.684,68843,381937.552,121149,449980.046,241793,569836.639,360771,665485.862,427118,715058.303,253855,1704967551,13942,646907.17,51598,1012114.93,83468,1183279.182,146279,1432557.728,201167,1595740.427,229884,1659697.208,334708,3284735217,6287,620094.919,25035,1301593.525,44171,1582326.692,95488,2050431.361,164233,2427674.637,227219,2631254.204,213092,4016357619,14196,2877976.518,48675,3440948.445,75754,3641989.543,127363,3871741.385,171184,3979868.384,193173,4010476.983,90416,7467503359,12845,5580953.507,32071,6766339.631,43478,7051836.404,62667,7332811.774,77836,7454274.823,84955,7474760.112,13587599013,4606022.205,7407770.062,9084638.339,11592282.795,13198728.606,13560354.429,2016,904666.361076016,218744.191508962,137860.478543303,91849.1140457699,50738.6113545485,25806.400649806,0.268025073941345,0.168561712740875,0.128061285495516,0.0958135430286634,0.0666676696080009,0.0295066408536732,9831215.932,68042.494,171164.252,280733.167,201041.098,285496.773,11293181.029,122995.868,365207.76,681498.606,562971.927,1185386.124,19738326.158,119856.593,249278.546,468104.669,229751.842,280975.37,19047901.831,95649.223,163182.699,377243.276,108126.999,121463.049,10210986.499,49572.4410000001,63956.781,203579.567,30608.5989999999,20485.2889999999,16621496.136,13094263.973,26172129.5,24096324.657,12255743.539,0.374149130798803,0.679432280740386,0.750803248832595,0.754173486647313,0.790489923344662,0.833159282952256,0.0360834097445753,0.041001038680505,0.0214394003037409,0.017885616414973,0.0156556355116344,0.0166109519469115,0.0376436183664546,0.0219720148542469,0.0130716970692615,0.00952458018366446,0.00677209911979649,0.00521851495965772,0.167469854617951,0.0338701114745427,0.0153533714009845,0.00877849247994895,0.00448728179666972,0.00249749016880108,0.0150678526745392,0.00739980727328191,0.00519635881331717,0.00457955066285301,0.0039694527842533,0.00404483341563501,0.324756462257845,0.0713164515577276,0.0218031936417875,0.0107356709357563,0.00504072927008454,0.00167148479688825
"160",2,"AK","Alaska",319249,3192,15962,31925,79812,159625,239437,410267,195062,147945,92110,48542,23756,23645680926,2870883.578,6162921.369,8845318.355,14387660.424,19814688.536,22629993.899,274025,16687823550,2738,1064079.21,14155,3235875.447,28664,5226792.883,71011,9381692.219,140618,13583238.162,211820,15916051.812,83789,142772058,2911,43567.417,11700,69026.05,20251,81914.48,40532,105735.282,63328,127432.529,74832,136703.578,77288,372865857,2384,105790.116,9173,170696.28,15719,204686.968,31190,265335.815,50434,321194.771,63561,349117.464,54578,880689937,941,138993.628,4425,313646.129,8095,397406.261,18588,555662.988,32380,715004.301,42727,815751.601,47432,680906753,2414,349614.216,8750,504606.497,14079,558907.596,25516,627049.285,37386,666375.264,43067,676984.226,18000,1456088706,2025,1017647.008,5433,1272300.81,7454,1340500.545,11377,1411914.424,14985,1447819.459,16738,1458721.331,3266677515,846775.077,1484006.207,1901269.848,2581483.859,3089741.818,3247453.894,2016,899399.61716792,257794.658653093,168038.400425985,115737.926138618,67996.7939057547,35274.2114343708,0.29495277464017,0.193567379980299,0.155556259262811,0.122730427413465,0.0936530912519437,0.0560195274277251,1990917.436,12888.43,33990.688,83760.132,54301.099,68199.7349999999,2171796.237,25458.633,64906.164,174652.501,154992.281,254653.802,4154899.336,23820.802,60648.847,158256.727,68141.689,71413.8790000002,4201545.943,21697.247,55858.956,159341.313,39325.9789999999,35905.0349999999,2332813.65,9271.049,27922.693,100747.3,10608.9620000001,10901.872,3292037.791,2682396.986,5542342.069,5427028.112,2815305.363,0.370645197232725,0.659711818296074,0.742215804144957,0.749664904163821,0.77418908770893,0.82861833769753,0.0484149301856503,0.0530530060977663,0.031225852264658,0.0285541247778945,0.0293606942347823,0.035785567464214,0.0368493229090462,0.0197161053793018,0.0126717589444831,0.0109428191629,0.010292733858608,0.00991817561496971,0.121779308182033,0.0470809543631998,0.0202434983648613,0.0122947461834117,0.00724631938298681,0.00376831662363443,0.0151756126001986,0.00773339633876639,0.0048048182529534,0.0042979667626863,0.00399799790091819,0.00329308824607244,0.354471708918598,0.0773544588996488,0.0254249223198314,0.0128851446032968,0.00661596628191557,0.00387235862342936
"161",4,"AZ","Arizona",2763225,27632,138161,276323,690806,1381613,2072419,405537,179657,128710,75583,37985,19438,181691000000,28740370.241,55986615.767,76735318.003,117234000,154573000,173986000,2246032,123693000000,23418,11575062.476,119378,29786363.141,237776,44446446.888,582588,73410040.537,1164491,102097000,1754619,118103000,653129,1508900502,24293,598129.854,96333,847123.439,165777,980492.026,323026,1201624.059,480323,1366777.007,564975,1443019.082,469230,3850950154,20253,1465457.93,80605,2202556.081,135835,2592248.611,251347,3176080.041,357813,3567910.793,412508,3724703.213,450304,5712300322,7876,759561.405,34158,1749634.976,62909,2286508.176,136485,3190066.879,232084,4086708.696,313942,4788702.014,443423,8494715985,21829,5826109.643,83646,7137181.365,136763,7638030.73,243980,8194207.06,341044,8434828.317,390451,8492346.305,157683,10674615157,16813,6863397.561,47274,9013413.59,67512,9649978.316,102659,10284523.142,131503,10593218.64,145592,10675095.013,23000635719,7768721.883,12643046.833,15454249.449,19565384.151,22242954.918,22935929.657,2016,1040111.83558917,246507.663382461,150176.62046004,97708.9096464752,54051.2762609528,28101.9562655796,0.27030695213235,0.178898958586739,0.135488117956719,0.101512802374767,0.0717097610273441,0.0356964270849431,14660083.747,133368.587,389692.53,536873.2,500849.365,636564.726,18211300.665,248993.585,737098.151,990073.571,1311071.722,2150016.029,28963593.649,221132.033,583831.43,903558.703,556176.33,634544.826000001,28686959.463,165152.948,391830.752,896641.817,240621.256999999,308695.498,16006000,76242.075,156792.42,701993.318,57517.9879999999,81876.3729999997,27246245.526,20748702.236,40498681.997,37339000,19413000,0.40274576767586,0.668396702496925,0.706554250008179,0.715173734571054,0.768284085353116,0.82449904703034,0.0264283792668905,0.0363379816883472,0.0258750255265845,0.0223108174993678,0.0240135466134605,0.0361609909854222,0.0509895285868457,0.0270532007904215,0.0187815375423271,0.0144160600101319,0.0104938737513056,0.00807667130273528,0.202715191006436,0.0481193535729133,0.0241388285061512,0.0137331958121798,0.00644423409839576,0.0029628593210735,0.0208114874298567,0.00913863837725441,0.0064278037962586,0.00546022789127757,0.00442306831998714,0.00392737212177407,0.238806859600191,0.0789105429938347,0.0306797369184627,0.0156682833788765,0.00826737454136425,0.0042176053675372
"162",5,"AR","Arkansas",1137211,11372,56861,113721,284303,568606,852908,348702,155521,113257,67364,34276,17545,68975583348,13149217.066,22831613.2,30274289.337,45077560.86,58887693.685,66063242.745,951079,46217474062,10066,4059337.127,50418,10627565.373,100447,16079899.48,247840,27138761.401,494875,38123707.938,739708,44074955.75,269501,480940953,9981,183902.156,39856,254588.026,69013,302723.854,134089,373647.92,198343,427397.031,235202,456294.238,159595,3824218706,8040,3230602.258,31371,3424628.536,50713,3521990.714,89330,3661324.483,123854,3753299.722,142918,3794378.399,192341,1971472074,3554,249334.572,14395,565483.188,26272,729978.238,57539,1016485.596,98637,1328056.411,133485,1590379.853,140918,3173944002,8345,2374383.065,30081,2739636.764,47303,2877564.667,80541,3047152.594,109811,3136384.596,126038,3164542.053,63868,3859986665,7244,2474427.733,20359,3300199.974,28711,3518957.855,42610,3738730.07,53824,3839397.466,59352,3863260.122,8272745386,3330441.727,4919597.91,5828368.109,7177372.217,8042572.58,8255376.889,2016,1156280.07966936,212851.373606806,130894.76146676,86780.9705772004,48575.4030910683,25239.1789716569,0.253280610570461,0.164128399727381,0.122102612322764,0.091128782303563,0.0626496771583368,0.0296568676794749,5452334.107,48135.828,97362.1780000003,164495.05,137927.903,218757.881,6568228.246,70685.87,194026.278,316148.616,365253.699,825772.241,11058861.921,70924.066,139333.769,286507.358,169587.927,219772.215,10984946.537,53749.111,91975.2390000001,311570.815,89232.0019999999,100667.396,5951247.812,28897.207,41078.6770000001,262323.442,28157.4569999999,23862.656,9682396.134,7442676.137,14803271.523,13810132.825,7175549.06,0.308713218941092,0.678368056326004,0.732577100848799,0.747055264359485,0.795426566579746,0.829378736349968,0.0189619329233454,0.0326518985202264,0.0221015998777968,0.0193543270185142,0.0225610295677949,0.0365579609039702,0.245687803447506,0.0200390766205765,0.0130816088471163,0.00941236325926438,0.00665998221490676,0.00572481306399153,0.180572200845285,0.0377234822811475,0.0185320307455426,0.01145611135596,0.00646134277857678,0.00392408396410573,0.0139857875246061,0.00730045218370943,0.00646754300656734,0.00479110755280037,0.0038920053616501,0.00402717712029691,0.188180613384058,0.0852859384775921,0.0293923686820769,0.0148461922527421,0.00728938651609237,0.00332555122966436
"163",6,"CA","California",16661879,166619,833094,1666188,4165470,8330940,12496409,584614,236593,162703,88656,42740,20885,1441210000000,321221000,546800000,707956000,1004080000,1263640000,1391980000,13750001,970519000000,138532,121282000,727564,277901000,1466310,398837000,3615694,622653000,7188691,827904000,10792871,934463000,5618701,12805230967,157031,6469019.589,707245,8321137.479,1322072,9286737.624,2847275,10830128.362,4376307,11973313.043,5065684,12440401.898,2996144,34911941658,134928,17550515.735,564959,23480601.517,954292,26407652.041,1729131,30589750.774,2399901,33283670.145,2708887,34234698.801,3250975,57863983921,42189,7559273.216,205157,17550033.858,390925,23398420.639,880700,32942830.506,1544225,42196358.409,2178434,49763634.041,2868503,112924000000,142747,88955505.37,583595,102138000,961864,106533000,1686924,110715000,2307852,112439000,2599707,112835000,990855,98883961273,99827,65865517.819,299777,85714469.563,432822,91008002.732,656886,96010636.244,835971,98276758.441,923766,98866671.83,216172000000,84510605.952,131347000,155375000,189442000,210433000,215636000,2016,1927877.37292866,338465.808920065,193442.756759741,118483.628498105,62312.2960914375,30810.4561575179,0.263091784011631,0.207627456669282,0.149097768621708,0.115043022517594,0.0808714748035136,0.0405407511298114,120936000,965600.145,2927050.524,5848386.781,4395000,5293533.169,156619000,1852117.89,5930085.782,9990760.642,13182494.63,19848951.744,223816000,1543390.738,4182098.733,9544409.867,4182000,5002633.51199999,205251000,1143184.681,2693919.371,9253527.903,1724000,2266122.197,106559000,467088.855,951028.655999999,7567275.632,396000,589913.388999999,225579000,161156000,296124000,259560000,128340000,0.37756560125272,0.694297784811529,0.75042815656879,0.755818508462671,0.790765141007859,0.830286738351254,0.023532935941299,0.0442894092180566,0.036290220537864,0.03223112570072,0.0356508240984743,0.0589627211469534,0.054636887796875,0.0262882882803807,0.0181628392613368,0.0141227956295336,0.0103787924603175,0.00741022795698924,0.276929295936442,0.0584384833251322,0.027271711881655,0.0141224622117761,0.00664200955463091,0.00308555399719495,0.0201388439392194,0.00821050669610203,0.0059917107957507,0.00521197450392403,0.00440431761827708,0.00363946435250117,0.20504735935384,0.0879911327916163,0.0328472608466331,0.0168937117964096,0.00873062951533363,0.00459648892784789
"164",8,"CO","Colorado",2455510,24555,122776,245551,613878,1227755,1841633,499387,215710,153506,89859,46259,23245,197226000000,34258651.934,63679216.079,85722120.136,128369000,168424000,189294000,2062010,132957000000,20707,11444851.611,108276,30844583.797,218445,46947869.981,540344,78784622.066,1068190,109663000,1602324,126909000,764978,1819275098,22757,896746.611,97117,1146535.716,173828,1283766.949,356854,1500897.272,558738,1676954.506,668765,1757058.626,535347,4488477058,19482,1724915.172,82165,2586205.68,143097,3028167.298,274534,3682893.448,405310,4160585.815,473528,4350969.712,455923,6799580863,7122,695230.04,32732,1810151.55,61845,2502799.658,140506,3750276.974,245037,5005920.227,331851,5939322.026,497749,14742835531,20854,10405384.954,85154,12501691.332,144065,13308073.895,264863,14164677.856,382053,14575868.795,442136,14700290.793,215745,14145100392,16777,7723498.107,54286,11133435.869,81599,12238654.368,131872,13405047.223,176414,13997627.215,198550,14148693.512,27986088791,9264245.712,15068005.218,18368320.764,23264514.193,26744318.888,27855895.955,2016,1395180.28645897,299534.357673003,179539.027139076,115785.375125907,65249.2274511018,33996.9831139086,0.270420614618688,0.197268804139718,0.149722356794088,0.114807775964241,0.0868756633379104,0.0532619581696215,16103286.184,137231.233,441961.618,692648.108,806382.562999999,1105218.499,19399732.186,249789.105,861290.508,1114921.51,2096306.378,3409937.762,31836752.085,217130.323,654726.15,1247477.316,856603.961000001,1166392.855,30878377.934,176057.234,477692.367,1255643.253,411190.938999999,592579.991999999,17246000,80104.1199999999,190383.897,933401.799000001,124421.998,151066.297,29420564.145,22042904.057,42646879.864,40055000,20870000,0.334071861118433,0.659393616328631,0.73054286052142,0.74652007805792,0.770899461590313,0.826353617632966,0.0202935609182572,0.037895993581397,0.0314227248010926,0.0292513149843125,0.0313479778554488,0.044724571106852,0.0503497678578563,0.0292751187147571,0.0200500631340202,0.0153522638018985,0.01192591104731,0.00912237168183998,0.303730134333546,0.071253099283491,0.0365824104171937,0.0200859702686737,0.0102656581949819,0.00596176320076664,0.0261757705098146,0.00849028943731017,0.00622564216788942,0.00509135307653043,0.00439538719261016,0.00383824245328222,0.22544664401505,0.115903207878477,0.0501394233782469,0.0273500161962517,0.0147941578329796,0.00723844259702924
"165",9,"CT","Connecticut",1601440,16014,80072,160144,400360,800720,1201080,766893,263572,177868,101415,51358,23869,164303000000,40467983.368,66417937.53,83418554.691,115197000,144516000,159151000,1319667,110096000000,13576,17870052.7,70547,35898387.412,142617,48583271.997,353999,72493937.256,693579,94569120.474,1034171,106350000,565987,2247214431,15348,1502322.455,66829,1725832.761,120677,1828332.901,254395,1992243.95,411800,2136712.575,496865,2202193.484,423634,5356038342,14610,2660257.027,62255,3630095.144,108823,4058706.401,211096,4651698.012,320103,5088024.773,377055,5253403.562,271484,6540691477,4174,1050319.058,22256,2553636.612,41359,3349807.548,90159,4481852.314,150067,5395973.48,199387,6014386.952,344479,11054568462,14743,8567482.265,60402,9857970.896,100780,10284308.524,182462,10744396.418,266631,10980369.435,309672,11043620.36,99911,11343249886,10239,7422089.1,31111,9910093.03,43950,10508492.016,65342,11007983.978,83875,11249916.325,93531,11336227.636,27788060386,11569635.089,17484266.541,20214447.67,24078953.429,26870096.297,27708269.994,2016,2527037.80242288,405100.911080583,212316.629545909,132291.126773404,73231.5915675892,36554.6008592267,0.285896012751371,0.227924543337388,0.160593059836859,0.12160776656703,0.0951991155223575,0.0572718617697299,12684884.585,102500.14,428611.257,796170.936,426337.628,598398.986000001,18028334.712,223510.306,969838.117,1503317.554,1290488.631,2488003.93,23910665.259,163911.049,592991.611,1132044.766,460087.893999999,499491.961999999,22075183.218,144468.625,436326.761,914121.166,235973.017000001,241932.347000001,11780879.526,65480.909,165378.789,618413.472,63250.9249999989,86311.3109999988,25949954.162,17000617.161,31778445.309,29319000,14635000,0.441584957112805,0.694734742090601,0.746142593817098,0.752417716678803,0.75293097370306,0.80497981045439,0.0259543216781723,0.0579314146227431,0.0468318843051441,0.0356230380370242,0.0311784564957877,0.0422557889989751,0.0657373262909759,0.0373734038582692,0.0252115116140165,0.0186601831912796,0.0148820478529281,0.0113002247352238,0.211710136062147,0.0497299002126846,0.0250777735868339,0.0144779862427599,0.00804846744431941,0.00432189443115811,0.0371237291796448,0.00861312912557274,0.00602920111836522,0.0051579316548119,0.00492747450458748,0.00447426778271267,0.183406448315114,0.0958770067364252,0.0351986625151909,0.0157179483496802,0.00825172574098711,0.00589759555859233
"166",10,"DE","Delaware",422356,4224,21118,42236,105589,211178,316767,398210,188452,139421,84881,43405,21501,29466948582,3898680.703,8130135.557,11513097.701,18339891.875,24856103.657,28193671.611,347371,20204553417,3607,1692208.338,18712,4590152.424,37347,7020126.88,91159,11843235.335,179414,16617729.991,268708,19268911.673,126278,185647397,3841,49892.464,16030,78856.233,28620,97250.016,58939,131560.462,92661,161780.426,111043,175832.161,88350,660956620,3430,257971.888,13877,378135.815,23725,441399.841,45344,541063.96,67502,616006.671,78979,643143.053,55066,735999927,1089,104041.548,4644,239137.554,8260,308987.742,18111,428679.582,30500,551091.905,40282,639483.002,70813,968157999,3429,608221.24,12652,772391.416,20814,835863.986,38018,914450.961,54969,956581.782,63729,967130.597,22269,1525008753,2413,1014629.655,6284,1291858.916,8824,1367595.943,13725,1456904.784,18295,1505718.29,20637,1522974.878,3752149700,1039056.406,1805608.671,2280112.851,3029601.756,3583118.818,3736745.009,2016,922983.120975379,250470.8685924,160193.301638413,107758.025255315,61712.9794012634,31609.0497495004,0.266514876481281,0.181155723373812,0.140262929291591,0.109786363247107,0.0849446090025807,0.0460293822080484,2429974.456,18393.783,63264.026,69850.188,63472.5700000001,75737.027,2897944.086,28963.769,120163.927,135096.006,164170.176,277229.261,4823108.455,34310.446,99664.1189999999,119691.84,78586.975,89308.841,4774494.656,30219.964,74942.711,122412.323,42130.821,48813.5060000001,2651181.682,14051.735,27136.382,88391.097,10548.8150000001,17256.588,4231454.854,3382962.144,6826794.174,6516211.782,3337567.954,0.43404640362004,0.684857616585598,0.718297856306133,0.706496831758737,0.732710172064816,0.79434537919224,0.0266863474918428,0.0319266093249922,0.0206476410396391,0.0175326569029793,0.018785811004201,0.0264836845925684,0.0661690216902074,0.0283977807033458,0.0187007785801578,0.0145989635046524,0.0115009630606263,0.00813058561623521,0.156006938329671,0.0387975723869084,0.0187624239640324,0.0115115489052387,0.00646553893726715,0.00316062928017916,0.0127972685635959,0.00684487250823922,0.00543718262784084,0.00502585036629229,0.00463765835289115,0.00421017195564791,0.260249487530295,0.0655162989008224,0.0223877843665282,0.0130821054104919,0.00749108648292242,0.00517040798504742
