"","statefips","state","state_name","total","top_01","top_05","top_10","top_25","top_50","top_75","agi_01","agi_05","agi_10","agi_25","agi_50","agi_75","total_agi","sum_agi_01","sum_agi_05","sum_agi_10","sum_agi_25","sum_agi_50","sum_agi_75","total_sal_num","total_sal_amt","num_sal_01","sum_sal_01","num_sal_05","sum_sal_05","num_sal_10","sum_sal_10","num_sal_25","sum_sal_25","num_sal_50","sum_sal_50","num_sal_75","sum_sal_75","total_int_num","total_int_amt","num_int_01","sum_int_01","num_int_05","sum_int_05","num_int_10","sum_int_10","num_int_25","sum_int_25","num_int_50","sum_int_50","num_int_75","sum_int_75","total_div_num","total_div_amt","num_div_01","sum_div_01","num_div_05","sum_div_05","num_div_10","sum_div_10","num_div_25","sum_div_25","num_div_50","sum_div_50","num_div_75","sum_div_75","total_businc_num","total_businc_amt","num_businc_01","sum_businc_01","num_businc_05","sum_businc_05","num_businc_10","sum_businc_10","num_businc_25","sum_businc_25","num_businc_50","sum_businc_50","num_businc_75","sum_businc_75","total_cpgain_num","total_cpgain_amt","num_cpgain_01","sum_cpgain_01","num_cpgain_05","sum_cpgain_05","num_cpgain_10","sum_cpgain_10","num_cpgain_25","sum_cpgain_25","num_cpgain_50","sum_cpgain_50","num_cpgain_75","sum_cpgain_75","total_scorp_num","total_scorp_amt","num_scorp_01","sum_scorp_01","num_scorp_05","sum_scorp_05","num_scorp_10","sum_scorp_10","num_scorp_25","sum_scorp_25","num_scorp_50","sum_scorp_50","num_scorp_75","sum_scorp_75","total_tax","sum_tax_01","sum_tax_05","sum_tax_10","sum_tax_25","sum_tax_50","sum_tax_75","Year","avg_inc_1","avg_inc_5","avg_inc_10","avg_inc_25","avg_inc_50","avg_inc_75","avg_tax_rate_01","avg_tax_rate_5","avg_tax_rate_10","avg_tax_rate_25","avg_tax_rate_50","avg_tax_rate_75"
"193",38,"ND","North Dakota",329052,3291,16453,32905,82263,164526,246789,430039,182382,135944,88623,47905,25396,24297434114,3486868.659,6818011.887,9368510.917,14718056.062,20167288.065,23117299.041,282130,16283638086,2773,988136268,14022,2830520835,28775,4651849268,73416,8737787334,145496,12909057949,218130,15358993028,106905,211885845,3061,76618076,12952,111247824,22490,127423254,45018,155310965,73504,184980008,90770,199105266,70789,332687847,2394,104421925,10025,172994653,17020,204576932,32699,252443738,50882,298165013,61304,317040580,49177,675265794,981,85336209,4365,210449273,7963,283528231,17595,407704308,30711,545693253,39103,615868977,62372,1218969404,2546,718559758,10159,926505082,16528,1001438612,30039,1101425806,45714,1175773952,54536,1202539658,27641,1868343245,2280,1166102905,7661,1579941788,11178,1684898341,17431,1796780857,23182,1853375585,25710,1868322013,3241076611,971935.744,1601012.487,1969123.704,2553573.068,3037229.565,3216525.556,2016,1059516.45670009,253087.921896368,155026.685509361,108382.53464484,66241.5910312048,35860.7268881514,0.278741713282295,0.188847101413197,0.144329095079091,0.109252160353532,0.0887568187101833,0.0607780758982505
"194",39,"OH","Ohio",5112461,51125,255623,511246,1278115,2556231,3834346,380051,166231,120766,74642,40156,20443,326233000000,48322556.403,94994525.314,130657000,202848000,273371000,311470000,4240427,231309000000,45555,21637121739,228953,54319599627,458494,81256560035,1131424,135996000000,2222813,190146000000,3300996,220641000000,1369168,1906021167,45651,638123153,182757,935420775,315981,1103348710,626153,1398793124,975792,1662915330,1187551,1800051030,987710,6674223138,41607,2710496919,162796,4014677938,271573,4644037004,502645,5541209986,740980,6200839159,874745,6479191711,730434,10211334410,16023,1550597072,64897,3582260437,115540,4626074963,244387,6283139766,404610,7814667797,530933,8890312453,786641,10870330119,41454,7291132866,150493,8901617873,240080,9527114592,422007,10282352133,603608,10700085169,701790,10829063235,247323,17846438286,29633,12504714602,80435,15783910318,111552,16604972948,163998,17378037212,208029,17752693590,230402,17857837550,41058174554,13232832.829,21420877.137,26039313.581,33391196.032,39096217.331,40895855.262,2016,945184.477320293,228227.01889994,139511.994953506,94137.3298438195,55177.3078499917,29808.7417798868,0.273843807406234,0.175438159114607,0.129504093158545,0.101839321397404,0.0808958963600527,0.0472358311504239
"195",40,"OK","Oklahoma",1500473,15005,75024,150047,375118,750237,1125355,380599,164847,120187,72640,37427,19108,93734915169,14637876.778,28269648.354,38685955.811,59539355.845,79293843.952,89697080.458,1250226,64558135119,12838,4947275957,65561,13759113694,132488,21439741794,330517,37320064610,655940,52991665916,976402,61559871648,408179,687048004,13254,279298435,55437,383631592,97987,437889342,195796,531772074,296324,610638208,354067,652097858,209763,1534678751,10443,677852482,39321,964977945,63798,1099608275,113565,1293720353,160257,1432470964,186262,1490875360,264431,2828420389,5416,351859903,22344,850917763,39803,1103588078,85967,1529841551,145033,1978021698,192934,2364504573,192157,4390574979,11343,3163095371,40316,3744029307,63079,3957300660,107625,4193319913,148639,4325200175,171031,4370390702,93761,5733996112,9821,3848430111,28769,4980138026,40683,5272103551,60953,5583776862,78104,5721628330,86760,5749389252,11123943259,3782764.823,6086011.319,7413997.252,9389780.459,10723093.125,11090832.122,2016,975533.27410863,227124.270247755,138841.521360116,92652.54090487,52661.9235682544,27733.2372906659,0.258423054133459,0.168961641057358,0.127491045985549,0.094746334112357,0.0674941643022144,0.0353485183950118
"196",41,"OR","Oregon",1771741,17717,88587,177174,442935,885871,1328806,425366,189730,136965,82559,42294,21006,124653000000,18761366.898,37194523.848,51286215.293,79191612.899,105815000,119468000,1431881,82724979976,14833,6976040770,75234,18620862299,150513,28406175231,371534,48193827884,739098,68012555586,1112289,78922787188,534876,1002178168,16205,309403582,68428,477306072,121270,574650503,245572,736131312,382720,877660209,460500,946947877,352300,2655931633,13278,998708858,55380,1473845820,94562,1718447475,177094,2107820133,260305,2416342686,306184,2553066190,277459,4533113350,4555,486894929,21377,1314267197,39577,1809569456,88929,2643782812,155240,3506168274,207882,4086523700,339202,7226092092,14336,4296995205,58099,5686844372,96862,6221222797,175475,6804547105,253548,7107140358,296009,7197228859,118180,8404815339,10895,4946120174,32873,6884887489,47793,7458605266,73789,8034461294,97107,8323667786,108896,8399341209,15679207931,4883098.961,8181078.05,10046395.648,12895847.56,14978449.73,15613757.643,2016,1058947.16362815,260098.164949908,159071.776276429,105001.853567679,60106.6228552206,30823.9357919334,0.260274157397378,0.178915586621748,0.132370028486669,0.102111138218913,0.0782245385269471,0.0465324773309894
"197",42,"PA","Pennsylvania",5649882,56499,282494,564988,1412471,2824941,4237412,447869,191835,137499,82662,42618,20574,406687000000,67506792.848,127942000,173182000,262332000,347404000,391091000,4613823,284012000000,49838,29468517821,253329,72588166569,506318,106727000000,1247807,173862000000,2459961,238857000000,3652674,273471000000,1871975,3393036852,51537,1418881202,218598,1844622641,391125,2102768505,806919,2561405596,1284788,2985127222,1577543,3206596919,1301969,9213133981,47613,3656716245,194538,5416821611,329688,6270479287,624462,7528911635,937610,8492955153,1120659,8908965343,788952,13516761032,16719,2022541718,71294,4830226415,126789,6312887863,267316,8589000070,447654,10712831967,591775,12174694988,1015048,19531318870,47609,14262819202,181784,16634111300,294180,17537049704,523867,18640499644,757802,19279761978,889364,19479040681,302185,20663865910,32184,13614398293,90237,17764365137,127035,18827701035,190637,19867304559,248835,20468545889,279981,20657355123,55755146572,18908742.834,30429735.009,36782183.446,46325795.364,53465996.142,55586089.414,2016,1194831.64034762,267418.337361446,160144.994229966,105193.850496116,60229.2438069481,30929.4845699487,0.280101335528936,0.190633783152653,0.140416632117595,0.107051171261918,0.0839312673735189,0.0485291567743265
"198",44,"RI","Rhode Island",482874,4829,24144,48287,120719,241437,362156,415799,187466,138246,82582,42429,20954,33972904963,5170712.983,10060999.482,13906124.62,21579500.004,28832659.969,32567671.258,405665,24195406200,4301,2176748326,21807,5604879986,43690,8528802493,107941,14371413964,212652,20052432400,318036,23167711466,149759,273331403,4385,109211409,18101,146321226,32524,167940311,68389,208430671,108463,243832017,129863,259892686,96083,707785789,3986,280760490,15641,420539963,26327,484719225,50219,586320501,73538,659865626,85385,688284544,72989,1224639983,1467,154810358,6510,392610271,11699,521311687,24549,731010197,40400,930882134,53064,1075924282,77440,1509895285,3980,1066979407,14834,1281648601,23829,1358901223,42695,1450358533,60600,1494961214,69474,1508097267,26469,1804116848,2935,1220342814,8149,1555855243,11386,1646287644,17189,1742385811,22154,1790775320,24621,1803290728,4504777623,1397746.652,2295625.917,2829069.236,3665615.988,4300226.146,4487343.038,2016,1070762.68026507,253185.943515403,159264.595866297,105939.023967307,60083.5000994052,30939.7136242017,0.270319906866894,0.183604634449046,0.138732368870956,0.109019396306912,0.0874943005617276,0.0500980793688841
"199",45,"SC","South Carolina",2039326,20393,101966,203933,509832,1019663,1529495,381070,168606,122304,71829,35847,18280,125685000000,18898075.14,37719356.718,52166975.049,80694860.891,106761000,120253000,1693118,85531139678,17390,7504614493,88289,19670239744,176289,29767958845,435710,50147756501,871938,70271558954,1309900,81454929160,473974,747894429,17897,253589463,71282,387570418,123276,459660194,241696,580330681,356581,670694807,418757,716406621,334420,2530943211,15503,888316108,60821,1462938044,101918,1741025497,187325,2129816200,262671,2373274879,301244,2467108911,341247,3855828364,6528,614171348,26376,1348968325,47398,1704927195,102777,2304800435,175847,2854674674,237477,3235490666,287540,5443226692,16213,3716475681,59216,4592091576,95417,4900033418,167356,5241487180,228936,5393345796,259862,5432633408,111259,7706351635,13138,5123236331,36488,6656224657,51104,7069819441,75496,7477913187,94896,7662265361,104167,7707083936,14961129354,4984412.978,8154836.586,9974754.693,12684094.722,14469278.174,14923151.253,2016,926694.215662237,230729.304769961,141689.157580394,93259.1667249648,51127.0187748489,26463.6193883475,0.263752416109824,0.168448869693649,0.125966651755676,0.0949716373658223,0.0684866847573763,0.0336401629854729
"200",46,"SD","South Dakota",373918,3739,18696,37392,93480,186959,280439,424038,169943,123682,79319,42536,22531,26046109464,4596817.58,8225390.75,10893722.326,16383047.36,21885811.022,24880853.158,312094,16144132029,3200,1208499253,15660,3107576291,31501,4839403805,79803,8703029786,159607,12783055449,240912,15242478483,123619,286100410,3505,98866165,15049,152573594,26536,176185556,54048,216027941,86324,252677234,105545,270810174,81197,478176274,2927,157425713,11853,257057484,20433,306079137,39313,374551366,59443,431584366,70715,456830688,59333,782594127,1095,61502142,4916,208222480,9136,300291552,20851,460521772,36758,627733613,47163,713427301,76218,1481556453,3103,773959375,12240,1081093116,20281,1190807708,37435,1328070981,56100,1422944032,66400,1458402024,34820,2944598332,2820,2064349182,9644,2618192968,14294,2756460898,22225,2874849674,29195,2931872826,32354,2947394091,3430874637,1310798.988,1971030.332,2323624.533,2848208.459,3261903.444,3413595.828,2016,1229424.33270928,242600.332285886,142722.056910569,97869.8658180003,58866.3086040715,32039.389559264,0.285153579664129,0.181953432676679,0.132140324752504,0.0955643768133261,0.0751794935073845,0.0506478296838225
"201",47,"TN","Tennessee",2768293,27683,138415,276829,692073,1384147,2076220,402577,168225,119885,70688,36269,18309,176395000000,31792533.243,57967110.041,77332655.111,115221000,150530000,169050000,2316730,124455000000,22691,14015204707,118841,31794918893,241060,46217688248,604119,75136875431,1210656,103580000000,1807823,119089000000,683176,1209986503,24580,515455909,98854,702022817,171939,801383240,336922,961435743,501885,1087863056,597053,1155354590,384016,2795939458,20739,1180247180,77954,1769731502,125957,2039420553,218337,2397559847,300612,2626646454,345169,2725534988,515377,9353326056,10701,2268531009,43540,4408773120,75884,5289565948,157318,6576726318,262378,7647327728,355030,8302788864,340059,9018755225,21791,6833760665,77458,7954042239,120730,8344600497,200929,8763291454,270590,8947201238,306956,9001595086,114288,7848450478,16373,5266447118,42723,6910292208,57369,7295190025,80051,7644801266,97610,7803345185,106661,7851092708,23347022126,9134688.778,13869593.548,16454974.881,20168860.818,22635858.867,23293479.465,2016,1148449.70714879,236377.711935123,139910.305821665,91243.5697782509,51019.1106731361,26760.1828130847,0.287321828310465,0.180897089818919,0.133504186102416,0.0980218573252652,0.0698688167039565,0.0355086715982722
"202",48,"TX","Texas",11225085,112251,561254,1122509,2806271,5612543,8418814,463308,195144,136695,76956,38194,18959,792085000000,145445000,268412000,358866000,529879000,682903000,761048000,9571593,575320000000,96395,59147473343,504135,149072000000,1016520,220278000000,2523310,356643000000,5029540,484362000000,7497478,551779000000,2433882,5982157563,101630,2929349070,412812,3848680627,708122,4310051005,1334163,5044253412,1894055,5567822800,2177840,5798661282,1561737,15528004066,88382,7716708646,347099,10636256404,562414,11964594112,960951,13771796826,1279001,14844496275,1428640,15246670045,2344243,28526436013,36056,4369726829,154728,9911890695,286869,12714259647,632285,16941968408,1087069,20491114705,1557113,23555582746,1430460,41194048208,91908,31565999218,343453,36540452211,543026,38293228816,901472,40122329920,1182378,40909635676,1312888,41125343745,552822,43408616677,68973,31117176098,191615,39057567665,268394,41033923553,389928,42757992724,477990,43405620119,519904,43512132052,110626000000,41643695.93,65571870.744,78701646.397,96856016.774,107800000,110404000,2016,1295712.28764109,273866.767037191,161163.820366856,101566.017049916,54529.2829775588,27846.5622172627,0.286319199216199,0.194590213748404,0.145154173977934,0.106157838158503,0.0715180836078001,0.0333226693966345
"203",49,"UT","Utah",1172634,11726,58632,117263,293159,586317,879476,429578,179518,131374,83122,44919,22814,85240982400,14767135.608,26539204.826,35408703.608,53576039.919,71774036.068,81454134.462,1019913,59807555921,10159,4682489225,52517,12503884247,106062,19303245624,264272,33700271512,523825,48503624096,783666,56716134588,344089,682249144,10760,291245600,45218,413007493,79981,466303531,160720,548624452,251498,620495061,302137,655504469,169140,1268806826,7880,637255366,30187,861338182,49521,954841249,88711,1082934299,128454,1186812698,150078,1234601154,193972,1851093512,3045,252955556,14493,582855502,27576,752633504,63015,1037163068,113160,1349044856,149708,1608135016,170855,5039324977,9182,3738420614,34080,4411271887,54264,4630464801,93664,4864220649,132270,4986404869,152792,5026473403,110745,7744121289,8265,4550560966,27071,6259072922,40253,6768088218,64908,7338477252,88989,7659237137,101693,7746311124,10128305926,3891471.982,5883535.337,6947363.863,8499908.219,9660544.686,10073656.917,2016,1259349.78748081,250971.50083145,151276.607630776,103284.533536863,62075.7275905826,33019.9597965609,0.263522465378582,0.169219473493585,0.119942349860734,0.0854580071300801,0.0637782565452284,0.0426764495757665
"204",50,"VT","Vermont",297991,2980,14900,29799,74498,148996,223493,371324,172772,126781,78639,41205,21091,19439029930,2668379.96,5447443.419,7624744.393,12050458.006,16334839.105,18621524.755,243545,13110287105,2466,918161609,12751,2633563537,25835,4169477408,65278,7436872853,130134,10710166628,194473,12554698320,108792,153460456,2698,45089054,11852,70495786,21650,84685272,45743,109079805,73701,131130389,90616,142828722,71756,638802284,2436,212441254,9896,348719856,17110,416216802,33035,513645230,50554,586888409,60889,616497925,55297,849523201,939,85553542,4343,231887626,7956,321202049,17927,480669026,31375,649116844,41758,763744794,59585,1145075144,2459,684599769,9485,893937967,15765,969480185,28844,1062765604,43033,1119632434,51135,1137829598,20199,979666254,1702,574143111,5377,796100889,7817,866102296,12180,931308758,16215,970538535,18445,981874987,2320026631,657912.24,1124488.002,1403899.463,1841542.999,2188107.201,2309062.291,2016,895429.516778524,233142.907634228,146137.390026176,99011.4681089062,57510.0150205375,30695.0031544894,0.246558679746643,0.167889567432868,0.128329277548929,0.0988865467287524,0.0808901435217539,0.0528953728292301
"205",51,"VA","Virginia",3626816,36268,181341,362682,906704,1813408,2720112,479363,226343,164085,95469,47518,22575,293850000000,43896838.282,87590592.126,122197000,189361000,251528000,282367000,3077423,209076000000,31109,18279450900,163674,49448701858,328336,75459987882,806998,126192000000,1591605,174408000000,2383931,200111000000,1129196,1883340506,33303,667180104,143538,929434580,261206,1101785674,544487,1419642177,851270,1692410009,1009240,1804238434,796401,6389982378,30306,2162442750,125989,3419804517,220892,4151274558,429912,5257848283,631311,6002283232,725315,6245999917,597390,8477721360,9801,1276905313,43710,3003063159,81316,3939827392,180575,5305530157,314650,6506790424,429394,7393424266,667757,12286568713,30586,8162094058,120608,9939402719,205134,10725728274,380352,11664205201,540556,12127182797,612872,12252718340,211260,17543375482,21905,12090826926,59244,15151866919,84996,16020955484,132564,16941431592,175208,17416652311,196950,17547092175,40981744641,12196233.795,20755020.339,25931558.659,33842938.599,39297567.662,40826127.56,2016,1210346.26342782,301184.602538033,190836.092632113,123458.242497546,68563.7209056098,34012.2024387231,0.277838547656884,0.19588123681379,0.149583231488442,0.117791970996367,0.0877415519970402,0.0495658062193976
"206",53,"WA","Washington",3260102,32601,163005,326010,815026,1630051,2445077,513381,221992,158179,94471,49336,24552,279512000000,53387538.542,93603849.902,123716000,182612000,239088000,268424000,2713987,188644000000,27579,17066202704,144322,45034678103,291123,67930032861,718937,113066000000,1409051,156319000000,2105322,180179000000,1084068,2505839432,30242,1189207736,131185,1519482689,237039,1696573405,491525,2001330789,782707,2275331127,944996,2402847668,703536,8124347855,26295,4375937532,112167,5512930587,193314,6092108519,362419,6971731453,533626,7651771434,623232,7928188840,457830,8540210397,7935,1077248206,36645,2695894107,67635,3664248075,149526,5214997825,259028,6734576028,345464,7740724630,644731,23778087638,28060,18114010795,115950,20882236467,193885,21922164038,345334,23003756695,495935,23575615619,574040,23731476947,204599,16529747863,18685,9910705386,55742,13590998152,81355,14717528556,126673,15802858868,167934,16362017481,188622,16514394785,41598035271,14653104.303,22824709.833,27544653.301,34686660.952,39775560.686,41396136.153,2016,1637604.32324162,308397.835649213,184731.450556731,120437.777087048,69293.5799515352,35993.9437514877,0.274466752039381,0.203191323462043,0.156745481562723,0.121264731917278,0.0901072975069055,0.0552418689323698
