"","statefips","state","state_name","total","top_01","top_05","top_10","top_25","top_50","top_75","agi_01","agi_05","agi_10","agi_25","agi_50","agi_75","total_agi","sum_agi_01","sum_agi_05","sum_agi_10","sum_agi_25","sum_agi_50","sum_agi_75","total_sal_num","total_sal_amt","num_sal_01","sum_sal_01","num_sal_05","sum_sal_05","num_sal_10","sum_sal_10","num_sal_25","sum_sal_25","num_sal_50","sum_sal_50","num_sal_75","sum_sal_75","total_int_num","total_int_amt","num_int_01","sum_int_01","num_int_05","sum_int_05","num_int_10","sum_int_10","num_int_25","sum_int_25","num_int_50","sum_int_50","num_int_75","sum_int_75","total_div_num","total_div_amt","num_div_01","sum_div_01","num_div_05","sum_div_05","num_div_10","sum_div_10","num_div_25","sum_div_25","num_div_50","sum_div_50","num_div_75","sum_div_75","total_businc_num","total_businc_amt","num_businc_01","sum_businc_01","num_businc_05","sum_businc_05","num_businc_10","sum_businc_10","num_businc_25","sum_businc_25","num_businc_50","sum_businc_50","num_businc_75","sum_businc_75","total_cpgain_num","total_cpgain_amt","num_cpgain_01","sum_cpgain_01","num_cpgain_05","sum_cpgain_05","num_cpgain_10","sum_cpgain_10","num_cpgain_25","sum_cpgain_25","num_cpgain_50","sum_cpgain_50","num_cpgain_75","sum_cpgain_75","total_scorp_num","total_scorp_amt","num_scorp_01","sum_scorp_01","num_scorp_05","sum_scorp_05","num_scorp_10","sum_scorp_10","num_scorp_25","sum_scorp_25","num_scorp_50","sum_scorp_50","num_scorp_75","sum_scorp_75","total_tax","sum_tax_01","sum_tax_05","sum_tax_10","sum_tax_25","sum_tax_50","sum_tax_75","Year","avg_inc_1","avg_inc_5","avg_inc_10","avg_inc_25","avg_inc_50","avg_inc_75","avg_tax_rate_01","avg_tax_rate_5","avg_tax_rate_10","avg_tax_rate_25","avg_tax_rate_50","avg_tax_rate_75"
"170",15,"HI","Hawaii",639848,6398,31992,63985,159962,319924,479886,374223,178708,133755,82137,43472,22374,43379189761,5793962.143,11819969.813,16716211.336,26679313.461,36301584.531,41476139.358,520436,29414515479,5171,1855691593,26768,5538417345,54286,8980320327,135328,16218357100,270793,23649782832,410443,28005423300,218263,323341084,5730,138598364,25209,180514594,46407,206129114,98384,251561495,156831,289979744,188479,307024547,129892,827840736,4696,295696707,19532,458065166,33969,534965445,65719,665408756,98653,762702681,115162,799301889,104102,1798061881,2103,325493597,9052,714741593,16123,891312936,34559,1182362799,58359,1446331775,76649,1614826748,107013,2383886027,4901,1670777185,18933,2048526909,31186,2167236808,56895,2296126003,82377,2359981088,95169,2378294185,32140,1806564630,3550,1088334536,9805,1486191388,13571,1598283844,20342,1718324558,26279,1783427797,29290,1801299486,5241466521,1461784.217,2477704.047,3116648.929,4151943.625,4946948.51,5212105.646,2016,905589.581587996,235446.107290771,153041.025318038,103807.184273315,60153.4806391518,32348.6504732374,0.252294402504176,0.168589202940726,0.130497010614891,0.103912886068103,0.0826213353600731,0.051242501986152
"171",16,"ID","Idaho",682424,6824,34121,68242,170606,341212,511818,361408,160675,118464,73806,39051,19915,42993597464,6759329.277,12734647.144,17372746.304,26857794.477,36152736.248,41075981.493,561375,28339896521,5666,1898660130,29149,5538249924,58829,8829378248,146236,15789124629,291560,22939351858,436350,26902090813,189325,408163812,6068,141276090,24910,209689806,43264,245441077,86048,304489932,132754,356433670,161400,384186295,111700,765058039,4534,301098039,17650,435478068,29570,503490382,54845,609958028,80625,694178920,96206,733720274,115591,1350215859,1817,176843419,8400,399773852,15782,523683614,36476,740386825,65998,993417472,88606,1194732310,113996,2492809134,5225,1611383966,19880,2016836245,32351,2169303343,57781,2346431600,83572,2446563697,98695,2482007704,55410,3789765520,4734,2336920681,14511,3127120090,20949,3356108298,32866,3602641521,44603,3746958334,50803,3787461942,4793762938,1678505.896,2642765.788,3189612.641,4014059.001,4590347.001,4773573.548,2016,990523.047626026,218900.167307763,135930.926995106,92659.999345473,54481.9160580519,28857.3980106209,0.248324327342871,0.161373823696533,0.117903225898258,0.0869206297071698,0.062000173233791,0.0372166199086027
"172",17,"IL","Illinois",5577585,55776,278879,557759,1394396,2788793,4183189,513175,209355,148420,87014,44070,21109,440557000000,83574744.64,149832000,198287000,292026000,379807000,423989000,4639708,304344000000,48116,33241628605,249228,80392999867,499970,116894000000,1234609,187722000000,2439657,256085000000,3638777,292305000000,1710955,4078451527,51660,2139919510,217145,2622832919,386429,2900115399,799099,3363891858,1249170,3756149693,1499069,3938897818,1214716,10864313736,48008,4746359889,198553,6820751741,338410,7812961538,637661,9225528075,931102,10226424099,1083835,10612812870,913777,12184962898,14063,1992590831,62564,4274683234,114223,5417901528,251531,7187735293,437116,8808999438,612305,10161167578,1009964,26191654261,48361,20401839941,189224,23237559355,310403,24248459880,556365,25376330557,790054,25980089711,908760,26152811033,372620,26816701978,35365,17711646515,102221,22970999353,146791,24298180454,225658,25665694941,298599,26472785143,343042,26797721220,64387701218,23589627.37,36903266.562,44062606.44,54667161.525,62208558.33,64214872.124,2016,1498399.75329891,296980.566644106,173748.565691337,112042.618244233,62952.6598235653,31685.4035725863,0.282257845616075,0.200938585814672,0.147752345021154,0.113128527987284,0.0859114934325196,0.0454102076411208
"173",18,"IN","Indiana",2839472,28395,141974,283947,709868,1419736,2129604,360297,162212,120714,75162,39000,19182,177882000000,26444924.554,51297437.732,70909315.516,111167000,150132000,170437000,2361642,128133000000,25273,10299556989,128592,27938497685,258858,43335560578,642057,75088277094,1267554,106333000000,1875359,122966000000,737106,992854869,25128,321888068,99015,480178250,169876,563881824,333698,713309155,511570,851038607,620910,927101860,481802,2768615600,21629,1024513667,81339,1563041052,132636,1818515122,241821,2215895986,352576,2527149881,417931,2664665290,390773,4700050768,7798,665889742,32444,1521339147,58869,1959519459,129556,2734588234,219627,3508059627,288694,4060223144,402139,6260842469,22158,4339648080,77312,5195676625,121044,5519742701,210900,5931088998,300814,6167199969,352159,6243831925,149775,12042305445,18077,8583450759,48441,10702986432,66704,11223476025,99038,11735111348,126780,11989609311,140393,12047936855,21695279728,7206466.643,11436310.39,13959465.071,17886231.53,20789122.986,21631729.165,2016,931323.280648001,218812.572553025,138138.081071753,94519.1349663435,54890.486682031,28603.9094592234,0.272508496981511,0.170197827346667,0.128654415899862,0.0975407927537574,0.074499973206724,0.0414974724944594
"174",19,"IA","Iowa",1322094,13221,66105,132209,330524,661047,991571,368534,171166,128237,82702,44970,23404,89231152301,11324737.12,23434125.137,33100939.998,53304995.024,73754196.275,84857869.194,1108822,62089904164,11668,4505741847,58444,12320950649,117794,19404441930,293453,34481300140,579317,49962449872,863275,58877293554,503886,801415150,12393,207197906,54051,330124666,98359,405140430,210129,537397088,346765,673562575,431526,743832031,297582,1615603945,10436,519969868,42300,822784813,72115,981979697,138276,1230947576,213422,1447668589,258385,1544461760,199121,2445805613,3770,265983540,15854,702684913,28922,928995818,65594,1370523478,117026,1858979267,152843,2155271501,251910,2815030896,10585,1431839823,39971,1979697243,65651,2204220907,121194,2502008216,183338,2703884202,219793,2779325500,95655,5792439202,8618,3736702979,26127,4910279823,37868,5228387617,59277,5568077301,78924,5741647527,88485,5791259880,10560473687,3063017.062,5119405.72,6357725.252,8315785.673,9915090.831,10492550.62,2016,856571.902276681,228980.183363588,146236.458625802,101878.60235484,61869.2231735765,33594.1502553521,0.270471361016458,0.169817719534059,0.12810005672043,0.0969142292713136,0.0782086859222333,0.0520061958968443
"175",20,"KS","Kansas",1209786,12098,60489,120979,302447,604893,907340,419166,180242,131337,80799,42095,21126,83639547418,13175256.418,25224629.048,34408746.256,52883294.519,70768857.426,80131461.767,1007607,57734939244,10436,4809809764,53546,12828323323,107945,19653469686,268163,33614499205,530664,47478012322,791419,55140554059,406238,635379584,11200,221881266,47524,318261914,85424,370724786,177223,463347819,281791,552020962,343784,595973718,248122,1860751658,9562,862723974,38344,1164385085,65188,1315858123,122642,1550492942,183045,1732245401,216628,1805976470,190622,2686876992,4409,368032191,17608,916394304,31096,1196042815,67792,1673364359,115356,2138785989,149048,2434141961,220943,3670303327,9895,2361585726,37665,2909865666,61580,3117984280,112134,3401480476,165163,3583005727,193984,3643668416,81159,6150545153,8114,4127366249,23975,5391464176,34358,5710001826,52628,5989313405,68059,6123979198,75547,6156817527,10722940019,3639632.301,5817662.162,7062998.955,8912797.233,10264741.551,10681817.315,2016,1089044.17407836,249000.281663946,151828.685865432,101806.093983512,59136.3843694411,30956.1818798004,0.276247549613345,0.180758777065059,0.135596787888903,0.100126847577902,0.0755885808587485,0.0445469816740596
"176",21,"KY","Kentucky",1756882,17569,87844,175688,439221,878441,1317662,344993,156731,116147,71235,36880,18477,104712000000,15071279.359,29938288.611,41634981.867,65444099.693,88183947.451,100111000,1476994,74465167856,15381,6208590579,78101,16384185690,157381,25222606669,390545,43358619291,773209,61319184740,1149397,71091751684,419634,590727183,15235,193718366,59677,286812584,102342,339333842,200043,430700111,303193,512205360,365406,555713442,259114,2043160173,13077,963112924,49072,1341601932,79244,1511485076,140004,1752376105,198729,1921031724,231651,1993606317,268812,3287486931,5969,538353362,23009,1135716693,40539,1419115947,86434,1894260294,144207,2360767019,190653,2747085996,217763,3975965700,13176,2761211589,45722,3315656157,71068,3513643406,120760,3764022268,168319,3905005796,194905,3955888688,91209,5664849842,10800,3733286320,29506,4905914476,40717,5198449248,59787,5479864988,76228,5622880770,84504,5665022911,12106224835,3985322.689,6421814.765,7840855.772,10044534.148,11625783.088,12070806.04,2016,857833.647845637,211554.738555674,133153.01279541,90345.8687375016,51773.2520331497,27155.0143299159,0.264431611548632,0.16388582496323,0.121319844501529,0.0925560699940567,0.0695364787323041,0.0373120643320476
"177",22,"LA","Louisiana",1840210,18402,92011,184021,460053,920105,1380158,398869,170681,124246,71779,35009,17069,114657000000,18541028.762,35852453.218,49092186.918,75036488.662,98340153.531,109910000,1553275,79707433695,15260,5962712996,80618,17310922524,164841,27525355496,410981,47656086726,812575,66380574071,1208148,76161983909,450401,785344498,16763,320274113,68171,453645004,117500,515758774,231057,626738888,343915,715607356,403815,756223013,256920,1895088342,14149,789368691,51937,1182597127,82834,1351477463,146439,1612637141,203862,1785069616,233253,1851579729,370457,4060191752,7018,856515877,27531,1752533988,48331,2102144797,104364,2664635882,177797,3107937814,249674,3338817389,222999,4294541758,14555,2954731557,50029,3629635029,77450,3852639783,131939,4116433759,179677,4246657469,203337,4282938834,110669,9338321378,13451,6696958397,37339,8439085947,51541,8836780514,76071,9195997244,95142,9331049725,104030,9355651493,14526899082,5230718.295,8283538.87,10037962.996,12590651.754,14175616.571,14504998.389,2016,1007555.08977285,235180.812889728,143894.50820563,93990.1958613494,50654.4148683192,25148.9425544448,0.282115861106931,0.176347162115935,0.132512040329029,0.0983911142873733,0.0680135431877249,0.0284689878022616
"178",23,"ME","Maine",599263,5993,29963,59926,149816,299632,449447,356851,163699,120385,74635,39530,20452,37194137141,4946808.159,10258149.647,14403905.802,22846214.26,31083371.754,35492633.768,491471,25457923096,5126,1946638006,25923,5370008676,52380,8359931249,131351,14596223085,260151,20808013577,386200,24267787284,198987,256704897,5518,69725357,23027,112557069,40763,136661416,83817,178413525,135122,218801139,167624,239379356,117947,883886239,4526,280509674,17540,469405264,29221,562419423,55387,698743067,83785,804214130,101158,849630369,106522,1609458379,1765,156060059,7871,416167973,14365,572917205,32670,868967418,58297,1193106013,78887,1423566360,98350,1819037187,4598,1135631278,17084,1444410761,27449,1564334020,49139,1701411942,71950,1784625912,85361,1811526091,36639,1901340517,3421,1124276063,9946,1543928461,14492,1678195542,22471,1812488791,29850,1881552249,33705,1901090114,4333439311,1261080.44,2145360.556,2664315.127,3477294.49,4103248.924,4312132.522,2016,825431.029367596,221582.873925741,138362.518940026,93918.2162420737,54981.8276686068,29431.3787938457,0.254928107067513,0.166489034455395,0.125177302185058,0.09629823016353,0.0759915583083059,0.0473738229519512
"179",24,"MD","Maryland",2746978,27470,137349,274698,686745,1373489,2060234,488335,224070,164683,97341,49336,23001,225648000000,34145532.405,67104972.543,93208971.151,144783000,193152000,217344000,2275340,161738000000,23569,13742346023,123944,37470480486,249251,57729665168,613893,97604267752,1203635,135380000000,1798518,155545000000,905046,1329791090,25963,472509631,115717,675208951,212903,793544003,448535,1015414181,696400,1203012630,818635,1279817118,543348,4188907626,22986,1456840275,92542,2332625347,158079,2776677087,298708,3460843524,431962,3930214805,495808,4093451578,543764,6799652571,8264,1186119059,36932,2673969056,67718,3396332310,150121,4422352485,259531,5202802365,357698,5788441766,459580,8368763518,23136,5750181565,87825,6964884600,145168,7430910136,262982,7993633508,370902,8277002690,421622,8349846376,147083,13549990561,17121,9705551387,44756,11967631190,62210,12546196323,94285,13146125521,122579,13455216739,137274,13548361199,31198146025,9358835.184,15796886.946,19573417.254,25547498.4,29872181.617,31087479.322,2016,1243011.73662177,299961.231336288,190055.978623798,125165.403094793,70432.3590741237,35227.0493414586,0.274086667415078,0.195332558291164,0.144672483503835,0.115835068140422,0.0894102259091567,0.0502355202132937
"180",25,"MA","Massachusetts",3096292,30963,154815,309629,774073,1548146,2322219,655689,258706,178580,101497,51641,25022,302038000000,65300572.762,111639000,144395000,206087000,262681000,291677000,2596961,206394000000,26497,24630232246,139313,57715770218,282162,83347715414,702594,131663000000,1374565,175194000000,2044658,198839000000,1204392,2820632446,29631,1511755741,131763,1842140252,242382,2011931605,520445,2315050921,853724,2594833818,1043836,2720725839,769010,8117731599,27322,3686279415,116264,5206789432,201885,5926918963,385100,6925220805,579362,7665591205,680495,7937492069,508035,11301456900,8609,1520090432,42127,3837365901,77410,5201882724,169693,7264859788,285831,9083429704,379503,10288945490,644769,22798325929,27884,17237648443,115626,20086340664,194184,21087702344,349075,22134856636,502887,22635246104,579518,22766250337,177022,20966598177,18900,14786884211,54550,18571456747,77564,19559132280,116776,20426447176,149717,20844497495,165803,20965083992,49617665620,18510548.688,28806882.04,34122429.681,41918469.06,47595892.907,49427343.954,2016,2108987.26744825,374143.552288215,211582.931776196,132829.792181619,73111.9674759357,37458.999345023,0.283466865680721,0.222198593385933,0.162277068048602,0.12637034589574,0.100318476287239,0.0631621964064011
"181",26,"MI","Michigan",4308254,43083,215413,430825,1077064,2154127,3231191,400202,176674,129519,78424,39108,18250,288329000000,48671713.35,90117968.9,122320000,186861000,247705000,277770000,3411463,197967000000,38523,19709327638,194333,49535170694,387832,74158180784,948095,122417000000,1855868,168047000000,2734328,191032000000,1331421,2129650366,38667,824125061,159399,1130114701,282404,1303291353,577910,1612998889,911739,1883878196,1118562,2026204311,831893,6083594591,33968,2719139352,130370,3740000160,216694,4233046257,407664,5032022163,608770,5646624523,726983,5910770817,666129,8489650709,11716,1322045531,49874,2930837134,90195,3730798002,197946,5069078406,345531,6370273705,473659,7273175991,713592,11367853651,34370,8280692509,125594,9661665164,201755,10202135204,365047,10885662839,532193,11260410252,628001,11363822269,229397,18913157763,26239,13908366172,69787,16812095270,96515,17564709264,145033,18361461838,189605,18790961972,213853,18915936127,38059326034,13520676.235,20948255.702,25306560.048,31982638.3,36749909.924,37982963.558,2016,1129719.68874034,240505.167701503,149490.423467588,99871.7192865178,56490.6602492148,27913.8472736996,0.277793307537221,0.179209903727962,0.13534252955864,0.10343933704157,0.0783523703898495,0.041012926459338
"182",27,"MN","Minnesota",2485399,24854,124270,248540,621350,1242700,1864049,475808,204236,147450,91193,48525,24713,196537000000,31928836.334,60123008.53,81372467.289,123952000,165930000,188204000,2083356,139218000000,22245,13405112043,113431,33543652388,227517,50007137305,560784,82908804387,1097191,114944000000,1634844,133063000000,831793,1428572611,22938,540773421,96151,742805502,170467,855460861,354378,1056571015,580179,1253852203,712145,1350471402,584165,3964222705,20312,1612053028,85203,2326071926,146487,2678219953,279760,3201140459,428464,3640885226,510402,3824537336,380412,5460903294,6501,547775264,28708,1518120017,53742,2098925814,123201,3113716199,218837,4162988100,289840,4844717544,504833,8902241422,20711,5970353461,82479,7201784363,136163,7709269317,248682,8325555491,373597,8720123051,441842,8850036464,177781,13949675543,14867,8862076996,45953,11670582116,68203,12516177693,108752,13360120127,146286,13810360792,164539,13933379738,26726094207,8675170.409,14088641.742,17076702.416,21652679.273,25292419.381,26577754.572,2016,1284655.84348596,283597.933893941,170994.276647622,114212.421101902,67559.3465840509,35847.8085584752,0.271703306636393,0.192006748606296,0.140618201521695,0.107468930860715,0.0867058961360713,0.0577056294783155
"183",28,"MS","Mississippi",1148878,11489,57444,114888,287220,574439,861659,306387,144360,106921,62110,31172,16225,60474095484,8391399.699,17199077.406,24256332.417,38256549.763,50936683.54,57578398.452,972521,43116839356,9716,3121978229,50074,8997564002,100788,14228135655,250121,24782791116,502258,35188944521,753586,40953700459,233730,353705627,9897,130469095,38438,190240369,66350,223258239,127956,278953210,181789,318410803,209839,338155108,121100,793581962,7967,350609554,27329,508911377,43307,580996763,74128,688748070,98493,749534977,110531,774536017,219119,2030415335,4403,437621039,16543,806799049,29012,980084941,60861,1249751496,102505,1434414740,143022,1547854555,104425,1985135559,8029,1431601710,25748,1697998656,39521,1794788936,65648,1911447147,85586,1963752049,95339,1978957886,49911,3462320836,7240,2494396219,18529,3119372987,24911,3255896148,35506,3397983567,43319,3452035282,46942,3464774423,6424001781,2171158.834,3537228.746,4349703.552,5568657.158,6268302.084,6413856.962,2016,730385.560013926,191658.746752258,122854.519375392,81239.8007682844,44147.9629725053,23124.13798482,0.25873619561451,0.155099897776039,0.115126179333695,0.0870667630276659,0.0551764625124901,0.0219152553110971
"184",29,"MO","Missouri",2555974,25560,127799,255597,638994,1277987,1916981,388677,170366,124173,75530,38735,19195,166489000000,27648927.577,51467030.471,69813461.906,106595000,141649000,159752000,2102549,115451000000,22241,10970408162,113467,27411487916,227824,41156958019,562295,68718826110,1111100,95805508474,1655470,110550000000,762620,1299635340,23134,527409207,95187,705697427,168906,801281866,345422,984439937,538299,1146352194,651290,1230169103,497049,4255057168,20323,2158640184,79357,2819758546,133489,3130658001,250973,3623716955,370058,3992182562,436873,4147240326,393646,5082833853,7746,765068370,31791,1733183132,57222,2212937380,125540,3019030663,218175,3876685384,291931,4464400331,426431,6365386913,20673,4122261943,75913,5077499367,122785,5439461967,221654,5931716921,321687,6224916236,376720,6325628056,142389,11120032922,15332,8041541866,43142,9878747009,60780,10358940355,91837,10827099557,118921,11063665101,132320,11122067433,21078331478,7548827.637,11687288.908,14075146.749,17684556.189,20283730.292,21018248.278,2016,1081726.43102504,232964.94384726,143558.048130644,95935.904803637,54858.190934799,28330.4694566772,0.273024247178381,0.1737527665162,0.130153803995071,0.0981310088440479,0.0741477178923946,0.0405743791636746
"185",30,"MT","Montana",458280,4583,22914,45828,114570,229140,343710,376072,162737,119858,74746,38358,19129,28573938777,4189164.165,8320044.7,11469065.127,17926374.834,24163509.197,27379023.243,368735,17914465979,3757,1151720300,19064,3389042448,38817,5505652843,97165,10008992901,192941,14541365176,288740,17055934193,152683,289120107,4219,88066779,17824,136977108,31287,163494244,64675,208171726,104403,249494666,128617,270225205,98168,682739338,3284,207942205,13373,345900419,22741,412709735,44305,513840801,68154,597897000,82628,639878219,78852,987444482,1401,97584262,6169,268052374,11412,360567053,25713,533784489,46109,746143716,61140,888376414,92745,1782087597,3617,951092175,14240,1317099141,23373,1452121367,43918,1621538876,66595,1729575892,79904,1765609545,44933,2522814162,3222,1450053849,11012,2052473997,16305,2218965530,26282,2401318369,36107,2497042274,40989,2521653076,3337461721,1065229.588,1751436.918,2139107.992,2740995.031,3185237.709,3325120.394,2016,914065.931704124,225349.437292019,137427.792048529,93935.4354979488,54439.5074015886,28065.9338919438,0.254282130287439,0.16611647908622,0.123108465945813,0.0932101860233727,0.0712254461977509,0.0435024332031794
"186",31,"NE","Nebraska",813211,8132,40661,81321,203303,406606,609908,398807,174233,128947,81632,43456,22912,56044036586,8355692.315,16111598.553,22125523.588,34506121.61,46777622.613,53402166.112,694994,39124006670,7175,2966149796,36293,7939093609,73118,12362862468,182365,21816796931,361423,31475088249,541411,37074249486,268303,447155022,7546,157074559,31861,220533095,56694,257747005,116454,323031550,186554,386093601,227717,417662105,175060,1145075434,6349,509564404,25781,699717577,44160,792260066,84598,935590547,128069,1055570477,152087,1105002352,125003,1422644238,2359,161902307,10073,396978295,18407,525661338,41784,774621457,74110,1064890675,96042,1243292392,161487,2743158180,6522,1691987485,25464,2108282520,42456,2273187834,79110,2501438482,118790,2657039068,140687,2711547913,65528,4138635973,5520,2556234698,17511,3460087070,25820,3724369843,40629,3977639293,54275,4107208075,60658,4139379013,6818780380,2210326.814,3561288.467,4333568.079,5521274.355,6451297.444,6778651.852,2016,1027507.66293655,238430.515478496,147907.649655681,101495.28637012,60360.6488984422,32584.7433817671,0.26452946454623,0.174184887174238,0.128415237553755,0.0959328680157031,0.0757872316330853,0.0494153911208244
"187",32,"NV","Nevada",1298174,12982,64909,129817,324544,649087,973631,413568,168629,121497,71645,37240,19837,92573978404,23441681.355,35703743.894,44872836.327,62861706.081,79717997.831,88856106.708,1084246,57228166818,10291,5551542960,53772,13105951528,109474,19645946452,274266,32936426322,556106,46507442253,842921,54379590046,268171,936620527,11388,546309773,44290,685101075,74597,740417691,140725,823550970,202477,883799352,234698,911720120,165481,2640843898,9050,1756111891,32953,2105406108,53079,2239158604,93452,2428770014,128380,2546668211,146117,2596514418,210911,2517267652,3752,473308031,15808,955336082,28325,1192387073,59960,1546864881,102630,1879371429,141984,2113186067,165924,9569677406,10096,8457580056,35513,9109013661,55384,9290630663,94485,9478564808,128765,9549970734,146851,9567745183,66759,6589411758,8690,4967886980,23237,5985725636,31350,6224895688,44758,6460032805,55613,6567995803,61371,6596288493,13107488910,6273800.482,8457365.289,9689469.345,11528678.486,12731528.924,13070288.102,2016,1805706.46703127,236140.399772758,141262.901845689,92379.9460475435,51938.5466640784,28156.7641891392,0.267634406721505,0.178074838556326,0.134375791824892,0.102241506339832,0.0713591373381397,0.0370710376249328
"188",33,"NH","New Hampshire",634008,6340,31700,63401,158502,317004,475506,459292,211254,154596,94847,50114,25204,51707824342,8350558.307,15581130.25,21237089.816,32596218.903,43696126.058,49517381.797,532304,36682501856,5359,3647211725,28016,8794772683,56852,13143815529,141967,21906821198,279416,30347716031,416516,35065814215,214970,391510771,5825,155145527,24556,212680075,44066,242561834,91768,295476015,149624,346420951,183946,371578879,150049,1218552748,5180,436559956,21143,674644320,36436,792036858,70609,971547180,108877,1119199603,130203,1178006372,101251,2378014407,1887,389164094,8335,835345355,15131,1087587393,33595,1513878123,59215,1940728382,77804,2193532440,124110,2787814427,5314,1936609706,20753,2310853236,34277,2459394650,62270,2639542852,92411,2747297061,108864,2777841663,32365,1802867307,3510,1124859020,9467,1470180171,13311,1586701883,20038,1705583221,26501,1779587790,29755,1801281211,7425889469,2366854.421,3798776.826,4660198.629,5995813.661,7016308.666,7380041.794,2016,1317122.76135647,285117.190181388,178415.809154285,119442.793314476,70030.0763081854,36726.7021173234,0.283436667823269,0.198037225310546,0.152303387771425,0.11758076008913,0.0919372559382457,0.0624836193955779
"189",34,"NJ","New Jersey",3995886,39959,199794,399589,998972,1997943,2996915,641712,260150,181224,102545,50661,23202,373627000000,69084584.038,128625000,171377000,252051000,325158000,360880000,3326259,266443000000,34980,32120857562,182391,76467810251,367515,110249000000,903761,172555000000,1757196,228200000000,2614497,257197000000,1339041,3316630087,37540,1500090665,161925,1915202496,291217,2155191432,607591,2597173477,976482,3008407627,1176787,3192755415,1002432,8261171636,34942,3019292566,149904,4572322491,262174,5390200809,509683,6678841315,768234,7677748490,898225,8043669649,656985,13682595479,9803,2047104437,48586,4954220247,91684,6578916010,203197,8904928476,341628,10807698075,461553,12170106850,825716,16215904937,35299,11538490214,143949,13842117611,241435,14664515674,444130,15596796256,646432,16081150703,745946,16199501152,264191,24480374899,24321,15847276788,72221,20843420816,105376,22225696534,164645,23565057283,217148,24246401535,245215,24458001589,58644357625,19695299.773,32989601.111,39875212.093,49749493.961,56587204.973,58475188.302,2016,1728886.70982757,372511.752507273,213979.328812032,134595.075269068,73182.3045914246,35758.7600052854,0.285089648396328,0.223281969452224,0.161059388613398,0.122397325879466,0.0935301819524805,0.0528521171546947
"190",35,"NM","New Mexico",850836,8508,42542,85084,212709,425418,638127,313882,156218,114801,66838,33422,16769,47224251871,6209549.777,13163737.817,18795116.274,29923545.357,40052072.641,45277608.566,689578,31820287958,6905,2228017869,35753,6605861410,71716,10469498210,177208,18319095861,356332,26110156793,537527,30373080185,221051,367766154,7442,95882128,31333,164565007,55353,206323817,109528,274871386,162091,324671235,190641,348264725,119894,1012342219,5877,443699587,22881,626664080,37861,720820746,68001,860921105,93444,948789273,106778,985158579,124462,1435854291,2516,223208631,10457,464193850,18969,602773974,40356,830806765,67246,1048727904,89408,1232271994,108173,1777458611,6144,1189378241,22364,1456035487,36010,1560164379,62678,1689804385,84996,1750871330,96519,1772333875,40046,2042377374,4716,1385446978,12410,1755503034,17420,1863978032,26404,1984563259,33368,2036112896,36976,2045818678,5363136227,1609296.759,2748395.788,3465940.032,4546013.406,5196270.369,5352446.735,2016,729848.351786554,204330.6117412,132372.207630107,87196.3101508325,47616.8252589218,24566.5953250685,0.259164805306947,0.163800435427973,0.127418934720693,0.0970553315247289,0.0642005441429978,0.0298871480823281
"191",36,"NY","New York",8917759,89178,445888,891776,2229440,4458880,6688319,638350,221606,151817,85031,41922,19191,785934000000,211736000,331063000,411612000,561227000,696347000,762401000,7325998,516687000000,74373,79256386756,394264,163389000000,795999,224542000000,1974159,338628000000,3927112,446460000000,5843781,500637000000,3166751,11164979884,85751,7644888755,383938,8759235467,713802,9273814651,1527602,10074729280,2374158,10689843762,2816702,10973222123,1865175,23332072568,77717,13395886243,313768,17077898117,530383,18667565669,995258,20888546096,1444485,22388460699,1676777,22974118000,1553375,28092452944,22919,5501942982,111569,11171422238,203366,13743760943,423952,17279343329,699080,20404460562,984344,23654775357,1554209,63441814824,79131,53765494218,302237,59206292024,489412,60772082260,868243,62418150618,1225222,63197905743,1407590,63406636513,568821,56810970908,60865,41198210528,174204,51471951681,245241,53692328353,366414,55683108801,468975,56570516103,527929,56831163521,127398000000,57523437.154,83031071.797,95017277.76,112448000,124328000,127207000,2016,2374307.56464599,334521.039499874,180648.503660112,111847.967800584,60607.1479833501,29628.0813244946,0.271675280320777,0.213762473229026,0.148806390681449,0.116503841459747,0.0879218472468917,0.043585551215672
"192",37,"NC","North Carolina",4190343,41903,209517,419034,1047586,2095172,3142757,412549,181148,128257,74452,37290,18712,272722000000,42872513.591,84772723.682,116286000,177121000,232738000,261445000,3498042,193355000000,36796,18971117529,187398,48607810773,372612,71909314583,916780,117228000000,1826194,161135000000,2730717,185059000000,1200464,1846111744,37642,738439897,158026,1006584819,285290,1168169952,588876,1450548522,896400,1664956184,1058654,1763896041,732346,5493310327,33711,1934386852,135603,3112548112,228414,3740217352,413287,4604769483,576511,5141690190,657783,5345876204,742408,8403202475,12003,1052634082,52491,2546185068,97006,3351805680,217223,4687971567,379662,5990965331,517970,7000163955,632800,11870273869,34474,8057375262,131135,9898115410,213228,10615308602,369809,11399391594,504602,11751511808,570453,11846770275,239720,16529744244,25457,10818986730,72500,14189003893,104573,15133940403,158468,16020647244,202686,16437351085,223754,16537856689,34210762582,11518295.443,19020751.223,23197040.758,29188499.656,33115183.72,34127275.481,2016,1023137.0925948,249980.372110922,150409.161633662,96785.9461110616,53090.6293134883,27403.0269620126,0.268663870583459,0.179055326064141,0.132524764891379,0.0984870370346018,0.0706022270888397,0.0352559222837635
