Year,state,total,top_01,top_05,top_10,top_25,top_50,top_75,agi_01,agi_05,agi_10,agi_25,agi_50,agi_75,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_25,sum_agi_50,sum_agi_75,total_sal_num,total_sal_amt,num_sal_01,sum_sal_01,num_sal_05,sum_sal_05,num_sal_10,sum_sal_10,num_sal_25,sum_sal_25,num_sal_50,sum_sal_50,num_sal_75,sum_sal_75,total_int_num,total_int_amt,num_int_01,sum_int_01,num_int_05,sum_int_05,num_int_10,sum_int_10,num_int_25,sum_int_25,num_int_50,sum_int_50,num_int_75,sum_int_75,total_div_num,total_div_amt,num_div_01,sum_div_01,num_div_05,sum_div_05,num_div_10,sum_div_10,num_div_25,sum_div_25,num_div_50,sum_div_50,num_div_75,sum_div_75,total_businc_num,total_businc_amt,num_businc_01,sum_businc_01,num_businc_05,sum_businc_05,num_businc_10,sum_businc_10,num_businc_25,sum_businc_25,num_businc_50,sum_businc_50,num_businc_75,sum_businc_75,total_cpgain_num,total_cpgain_amt,num_cpgain_01,sum_cpgain_01,num_cpgain_05,sum_cpgain_05,num_cpgain_10,sum_cpgain_10,num_cpgain_25,sum_cpgain_25,num_cpgain_50,sum_cpgain_50,num_cpgain_75,sum_cpgain_75,total_iradist_num,total_iradist_amt,num_iradist_01,sum_iradist_01,num_iradist_05,sum_iradist_05,num_iradist_10,sum_iradist_10,num_iradist_25,sum_iradist_25,num_iradist_50,sum_iradist_50,num_iradist_75,sum_iradist_75,total_pension_num,total_pension_amt,num_pension_01,sum_pension_01,num_pension_05,sum_pension_05,num_pension_10,sum_pension_10,num_pension_25,sum_pension_25,num_pension_50,sum_pension_50,num_pension_75,sum_pension_75,total_scorp_num,total_scorp_amt,num_scorp_01,sum_scorp_01,num_scorp_05,sum_scorp_05,num_scorp_10,sum_scorp_10,num_scorp_25,sum_scorp_25,num_scorp_50,sum_scorp_50,num_scorp_75,sum_scorp_75,total_tax,sum_tax_01,sum_tax_05,sum_tax_10,sum_tax_25,sum_tax_50,sum_tax_75
2014,IA,1320614,13206,66031,132061,330154,660307,990461,364405,166416,124172,80265,43483,22148,86642418580,11300341688,23130637733,32495190774,52054249707,71887954151,82510790876,1111990,58856761775,11417,4116139484,57222,11265026604,115903,17881588868,291406,32332966292,578331,47317719765,862568,55805494188,510287,763250181,12434,191421555,54786,305655788,100330,375380547,213897,501599973,353394,632866548,440103,706173534,303114,1591379157,10585,477357193,43349,799544902,74660,965580512,143685,1223128888,221261,1439129519,266609,1530914019,197942,2371385303,3478,255650453,15197,688215455,27834,919612513,63331,1322677678,115362,1799306117,151721,2094760018,256793,3760203641,10739,1929190108,41159,2634065683,68340,2933974754,125972,3331164460,190176,3613092159,226849,3715924978,163702,2131940173,2326,105660029,12592,434184702,24198,701069157,56666,1236283254,101108,1722319945,133604,1975599360,301492,5604943372,2808,119828557,17153,678224565,36539,1300886334,94201,2757560849,178254,4310829435,241522,5136271578,95502,5513754575,8621,3477769393,26481,4634827394,38229,4952324086,59825,5293380590,79626,5462321597,89001,5511124759,10170297976,3025123213,5028327181,6216934909,8077635390,9582269024,10111325451
2014,KS,1224464,12245,61223,122446,306116,612232,918348,415904,176335,127733,78700,40740,20108,83948040354,14602605615,26587561551,35649730809,53852638083,71462105799,80569722689,1023391,56041689703,10381,4825522060,53103,12317597988,107585,18840128355,270120,32475656683,537131,46115312110,802055,53547338980,420666,703189300,11374,296338693,49432,389520477,89451,439406142,185598,530388884,294395,618757151,357630,663054299,253917,2314933571,9860,1290898935,39880,1622323614,68369,1784874730,129001,2023003049,191028,2200277050,224601,2268816352,188918,2745124935,4348,475420693,17786,1042662149,31341,1319509932,67489,1776939516,114913,2227258803,147992,2500986896,227463,4727187382,10139,2970480600,39427,3690395993,65264,3982501656,119254,4377813303,174050,4621879371,202835,4697169505,147187,2200961789,1977,100481402,11538,471163526,22873,782285415,53654,1368692705,92946,1847522932,119337,2064458142,267498,5127388721,2204,90867380,15190,626517055,33422,1241977960,86911,2641700306,159820,4029475821,212311,4729232111,81336,6022469957,8181,4046119058,24815,5270553289,35504,5584298467,53844,5869270851,69279,5997816683,76493,6027913473,10955110174,4076376878,6234218899,7449540095,9238915937,10534194422,10919508957
2014,KY,1748752,17488,87438,174875,437188,874376,1311564,324326,149374,111354,68731,35032,17210,99140073056,13990094068,28023841424,39142120864,61943937621,83684500513,94855470768,1473686,69964870561,15081,5532496754,77126,14960001617,155928,23294602545,389209,40672634724,771397,57777582207,1144715,66840159886,446116,607351447,15427,196474849,61731,289185807,107001,340501238,211100,434143536,322868,520910083,390404,569845945,262695,1904495566,13291,844901405,50080,1225122866,81130,1393166794,143317,1631599371,203993,1796580628,237429,1863531900,262818,3074892857,5645,513825420,21824,1075180524,38499,1324308938,82400,1751073086,139719,2195004966,185367,2557868636,237428,4463075441,13451,2956688688,47294,3588170873,74312,3836052280,128431,4167300748,182414,4361831980,212892,4433202743,158225,2428406203,3014,174337945,15587,647363455,29336,993553870,65099,1614057650,106826,2084972311,135066,2309104985,391063,8595013756,3523,184030377,25050,1206869497,53994,2287916322,137273,4713110639,246282,6988649063,327347,8115332999,90788,4996806331,10738,3262925520,29196,4306385823,40345,4564701797,59415,4823290751,76214,4957208659,84479,4995106922,11143833429,3692534266,5931281439,7237969634,9293319604,10738009762,11116493545
2014,LA,1877370,18774,93869,187737,469343,938685,1408028,391510,168199,122372,71007,34521,16750,117532000000,20760953632,38197115175,51499745246,77627671495,101151000000,112761000000,1597446,80543423195,15499,5733543898,81792,17083842789,168022,27432135278,421566,48031348369,835116,67137931044,1240830,76968539548,460515,785410742,17152,330184809,69712,452359768,120754,512758530,236670,623310146,353044,712925725,414345,755286462,260635,1939642988,14540,858745068,53119,1253888286,85091,1419580084,150016,1676886546,208985,1844086464,238713,1903531933,356727,4165684176,6805,823665973,27125,1818082055,47489,2190319195,102319,2757951155,173242,3197473156,239690,3443340202,225861,6186621422,14970,4508298777,51864,5331739551,80074,5607955496,135575,5948233398,184184,6117480080,207891,6171394508,144900,2455687936,2977,156667282,15236,659994952,28211,1023888616,63304,1702601126,102944,2166522420,126957,2362221977,350330,7810731930,3530,182075632,23934,1124851732,49842,2037286957,125188,4215154956,224831,6386855879,298896,7426486130,107693,9698946865,13517,7151698146,37405,8801132099,51381,9171477504,75443,9531032062,93840,9678875415,101961,9705762481,15434611601,5922897537,9019143448,10815981861,13436537523,15077202401,15412892720
2014,ME,586887,5869,29344,58689,146722,293444,440165,334556,155590,115082,71712,37732,19139,34308746888,4194049003,9111380398,12982054177,20907291750,28659589603,32742302008,484104,23599304384,4881,1740952558,25102,4832765695,51142,7619110179,128921,13485336880,255607,19323342636,379047,22501331868,192970,247798101,5252,61060703,22359,103749357,39706,127135574,81742,167919776,132115,208340013,163941,230005724,117448,847836008,4473,254959099,17645,447996938,29518,538504697,55923,675252741,84633,776128981,102076,819190249,103728,1459357583,1636,145412857,7521,393461230,13784,526840367,31195,778250267,56560,1076805778,76886,1289292459,97189,1692211328,4523,881796782,17080,1229296899,27470,1369904528,49239,1541900714,72070,1645115026,85415,1679473929,71184,1074883815,1147,75945936,6035,277100301,11420,422476505,26160,687555209,44917,899351729,58166,1006441528,128263,2751983379,1259,63718751,8017,368322213,16911,675600993,42806,1409081010,78251,2178285718,104403,2567534298,35703,1512644877,3281,877316745,9552,1219760574,13829,1326529469,21506,1439252808,28954,1500333605,32823,1515495822,3788054452,1041034190,1829671636,2295141475,3029368450,3590912208,3770854621
2014,MD,2733551,27336,136678,273355,683388,1366776,2050163,465701,214618,157919,93614,47098,21556,214672000000,32347846079,63688664775,88590443693,137906000000,184078000000,206900000000,2272317,153434000000,23262,13235350863,122379,35262527659,247155,54395241926,611796,92516507557,1202800,128730000000,1795763,147709000000,963408,1316264236,25761,462067001,116320,660096930,216484,775215490,467501,990618192,741024,1181305473,874525,1263973031,550927,4331512787,23037,1616956948,93728,2496578861,160872,2943986858,304240,3626966310,440034,4089534932,504796,4245604800,521458,6335778931,7821,1065904357,35422,2493702022,64632,3156186097,142054,4100001350,245040,4812995624,336459,5330246650,462390,9269060062,23227,5764486185,89572,7343149920,148135,7972946154,267359,8737120932,375672,9131892010,426099,9238702157,255252,4430879585,4755,288492400,24671,1092551159,46616,1717763770,106789,2933999130,180044,3883505696,221840,4247515943,571263,17143856131,5497,366720101,38318,2350059360,80992,4476690860,204416,9481541159,375185,14426183487,487629,16402419534,145439,11881504187,16698,8460012501,43878,10469370640,61211,10993647565,93016,11530370080,121573,11813460762,136345,11884836081,29117945939,8865872303,14852971760,18383707414,23944695506,27943199488,29026118416
2014,MA,3036855,30369,151843,303686,759214,1518428,2277641,632541,245221,169921,97347,49179,23191,286468000000,65439063349,108773000000,139280000000,197049000000,250242000000,277072000000,2549726,190697000000,25531,22611798959,135174,52707346987,274896,76231298251,688210,121334000000,1350688,162258000000,2005295,183933000000,1218361,2456216807,29101,1222023755,130778,1532003606,241828,1691566154,522989,1969499835,862429,2232943980,1058334,2358319308,764896,8079926002,27100,3688356256,115056,5248063292,199986,5960613793,382896,6942419009,578550,7661283214,681041,7922297500,479844,10426697513,8005,1391601405,40136,3540105743,73512,4769482516,160892,6660332349,271705,8353886915,359145,9492304008,641184,28121624979,27637,21305102487,115026,24689491080,193438,25881943939,347289,27173343231,501793,27871500780,579276,28064423727,340812,6277016455,4390,304924222,23298,1263304942,46705,2109730408,115053,3818480700,213103,5308254795,275852,5910823437,603301,14132594205,5524,268989999,28434,1322214867,62072,2669425715,176387,6531713720,354391,11104199406,478206,13122382027,174160,18892770779,18518,13473177939,53923,16829250760,76417,17685297450,114756,18439583131,147475,18798451802,163480,18896546188,46762763011,18534121988,27990935657,32819134514,39878080218,45016282618,46615547617
2014,MI,4275302,42753,213765,427530,1068826,2137651,3206477,374258,167692,123460,75188,37129,16791,268485000000,42583482494,81410007673,111800000000,173101000000,230829000000,258736000000,3381775,183023000000,37690,17673040421,190569,44841942042,381398,67672763774,937690,113075000000,1840225,155861000000,2705263,176767000000,1355308,1986720993,38540,719866123,160341,1010229927,284639,1169438658,585932,1462781192,929182,1735765022,1143889,1885844243,845476,5873500605,34198,2532825419,132587,3553821517,221379,4055772351,417893,4855265070,624517,5463252606,746588,5724592934,658035,8078976648,11318,1134192667,48524,2630331053,86958,3356077154,191138,4589240134,335981,5841037770,463058,6786169851,724776,11093135634,34650,6978839952,127418,8721765845,205449,9424088446,373062,10359312406,544629,10907892369,643668,11070912284,522020,8478679415,7083,454899662,39758,1931996340,78586,3121460507,191827,5438891894,335434,7247395100,436740,8076309396,1083984,23241526254,8041,426765259,54327,2590373003,118696,5048896640,319751,11202646694,615657,17917330957,859896,21597886632,227742,15823509405,25551,11496024922,67979,13944029516,94323,14594989810,142911,15309186122,188507,15708188212,212962,15826277115,34038403710,11782854028,18534254201,22513381609,28623606482,32940543393,33983414839
2014,MN,2440491,24405,122025,244049,610123,1220246,1830368,462401,196729,141642,88011,46483,22846,185419000000,30441292910,57165773601,77228156841,117485000000,157225000000,177896000000,2050181,129092000000,21558,12296944059,110154,30689168317,221422,45836541598,548796,76626748703,1077659,106890000000,1604294,123543000000,843593,1431230895,22747,556071855,97215,758301006,173690,868059545,361256,1057351079,591769,1250722680,727476,1352401860,582343,3848606493,20225,1546290238,85391,2267958024,147919,2611485862,283593,3130085907,432931,3552947300,515432,3731918929,372763,5157258527,5985,526769129,27326,1439554651,51429,1993454180,118092,2911573050,214312,3929026818,284710,4583468521,507122,10587842812,20753,6688275157,83893,8284590506,139717,8943980050,255033,9777803074,380766,10330243528,449869,10518464666,300761,4719974879,3467,173189483,19089,827134688,38726,1424922835,98273,2689074040,183125,3830168806,241859,4379050903,509674,10765873415,4071,188747978,24355,1051283959,53559,2119081238,149336,5038171879,297522,8391325749,404372,9955358872,177114,12465201155,14464,7707460612,45527,10278304331,67729,11078726763,108232,11875568911,146353,12320319513,164859,12445664069,24765760651,8199358613,13248886111,16015850245,20211560553,23527267482,24650820056
2014,MS,1163185,11632,58159,116319,290796,581593,872389,297749,140063,103611,60150,29850,15560,58862014155,7884254756,16574117134,23497005580,37235033517,49603179657,56023830480,988842,42142760090,9674,2920022301,50598,8728161122,102134,13865071962,254715,24318210695,510972,34488699691,765855,40031353830,237349,359954867,9962,134190707,38865,191423330,67227,223498224,129648,281384391,185208,322798348,213903,343721889,123318,774552621,7964,333525214,27781,494126489,44391,568353711,76213,675247693,101258,735661181,113453,758788515,215345,2104164572,4272,424964198,16096,830158161,28084,999018498,59023,1269846994,99429,1470880008,139271,1614943294,106838,1868935377,8076,1188286012,26448,1496512819,40685,1620310901,67545,1772640435,88338,1840206407,98282,1858784499,81503,1213468905,1968,106910879,9774,363965818,18216,550204169,39116,868638814,59311,1071472502,71618,1164335127,228164,5126704179,2626,155757972,18274,919845572,38168,1671650377,92107,3191155712,154507,4386513661,197746,4918557181,49448,3295321891,7281,2390230868,18375,2974830750,24765,3111648976,35453,3240276040,43091,3288910083,46563,3298564245,6120505457,2032252450,3361062833,4143205264,5322349323,5981853900,6111805617
2014,MO,2545635,25456,127282,254564,636409,1272818,1909226,366715,161982,118497,72569,36947,17950,158519000000,26690975109,49188076164,66584300223,101677000000,135167000000,152231000000,2100275,108412000000,21834,10076089781,111536,25205787808,224880,38054669025,558683,64236176567,1108169,90097214474,1649926,103880000000,776032,1211169326,22812,444335414,94958,613499715,169274,708113591,346235,887780821,543127,1052575658,659951,1140302735,500561,4093399127,20416,2001659444,80365,2685025601,135645,3005822266,256197,3500042856,377283,3858363646,444771,4002166635,381688,4779208262,7275,721200509,30104,1618519122,54091,2048961098,119635,2802219161,210118,3597457036,281888,4164652248,427380,7941915623,20821,5067127562,77026,6230533927,124794,6708219535,225142,7361465840,326279,7756894426,381711,7895854778,281829,4380575164,4516,265598147,24769,1083667261,47578,1707785985,110588,2878106912,184908,3745876834,235259,4156149605,579384,12148621243,5067,261283609,34294,1574955396,73862,3061189655,191353,6500124209,350680,9794605931,467054,11362535291,139206,9831471104,14826,7182241654,41466,8727863457,58903,9145862256,89445,9559394302,116231,9768326227,129815,9830260967,19717585211,7287395703,11100947749,13300941469,16647194451,19026284451,19670130757
2014,MT,450515,4505,22526,45052,112629,225258,337886,367697,158424,116800,73250,37072,18114,27684591849,4361973327,8330536925,11347558446,17552607354,23537117217,26558908841,364246,16969884411,3580,1067483628,18344,3124011546,37780,5135609756,95526,9476325083,190136,13817379616,284104,16162023331,154550,273127173,4178,68784638,17786,119790140,31334,144609869,64912,190830114,106093,233309098,131215,255621783,96994,707558472,3315,237426152,13543,376383186,23034,443392035,44414,544988033,68498,625781993,82835,664919704,76454,970307398,1338,124222227,5986,295119278,10999,382978657,24805,546606639,44914,748734457,59638,878837976,92536,2011961472,3619,1063108136,14279,1456067823,23675,1611259921,44219,1816296660,67434,1949862726,81019,1995110396,48923,705983303,764,40324502,4306,181223053,8205,278797991,18754,455963800,32104,598742567,41002,666092690,97700,2152499306,918,44290319,5981,267852862,12779,517429891,32906,1128138846,60830,1744435303,80656,2025188108,43884,2431733323,3216,1440156245,10871,1978682750,16041,2140580014,25725,2312777096,35499,2407275021,40286,2429360705,3301247700,1147223082,1807961325,2176438485,2751216578,3166320352,3290748957
2014,NE,805990,8060,40300,80599,201498,402995,604493,394602,170310,125525,79662,42021,21623,55288139362,9354163952,16909387484,22721246700,34686939961,46536716223,52816448710,691206,37077251004,7017,2993405872,35266,7492928422,71474,11627231838,179822,20635358944,357727,29896083060,536051,35162521247,271763,462509199,7539,179377781,32544,242449328,58189,276097555,119796,340178077,191385,402210464,233127,434154674,177629,1150267154,6452,503380466,26492,708643393,45859,808506188,87859,953153138,132554,1070756655,156828,1116955224,122248,1382876292,2168,160144781,9486,397748018,17462,528373283,39828,763248197,71895,1036297718,93779,1215878915,163809,3633966387,6661,2256654923,26357,2798876959,44252,3017264195,82479,3325420726,123330,3532215519,145225,3601532815,92633,1266240950,1307,65071368,7330,269056640,14170,430768411,33022,749125393,57910,1032073886,74648,1169465594,152708,3010820823,1386,83273865,9459,430273737,20495,822248188,51679,1650883486,94149,2446248744,123130,2804732850,64671,4407099723,5518,2843392088,17814,3727303958,26051,3979518170,40943,4244747093,54366,4377986861,60426,4405633349,6887232054,2516468466,3825314620,4561555445,5688572125,6559293754,6853589158
2014,NV,1246768,12468,62338,124677,311692,623384,935076,386791,160145,115821,68537,35401,18788,81314008015,18177771089,29247702098,37622242408,54124263262,69573396277,77915813684,1042444,51612076666,9629,4600256829,51184,11356942051,104617,17308504238,263983,29510454499,535796,41933058502,811170,49065707838,260126,953824981,10971,570808606,42519,701608034,71754,758391177,135187,838231828,196020,896427879,227939,926351378,162340,2486596135,8924,1643559898,32673,1982155652,52829,2111519263,92751,2292265542,127596,2403945859,144876,2450090435,185768,2313969966,3370,431077155,14520,865362978,25751,1064692558,53709,1383000779,90420,1683302626,123408,1904909746,162205,6614981800,9850,5399778717,34771,6076975609,54505,6272890214,93056,6479117966,127281,6573489851,144812,6607156699,97052,1839348755,2106,148565548,11541,593212895,21463,877344112,45825,1339492347,68995,1624640179,82457,1751261326,240340,6417222869,2686,179569544,19344,1158826930,40792,2133279210,98293,4111063210,162498,5555327106,202137,6121493880,63450,5254115728,8230,3994052401,21914,4751506963,29589,4950441603,42510,5149690775,52970,5246993327,58397,5257659135,10989266429,4967567804,6882485323,7974290340,9615147547,10675524043,10959448622
2014,NH,620664,6207,31033,62066,155166,310332,465498,431952,200971,147458,91042,47551,23273,47723231629,7386076379,14080558006,19354448478,30000720908,40392191739,45747759302,522859,33733429503,5139,3194827596,27083,7855858224,55126,11841693878,138865,20038408584,274290,27973458386,408077,32274341260,213225,411328351,5724,186159341,24214,237959585,43669,267261778,91384,317203984,148880,366322527,183441,391289559,148739,1223512224,5076,456277393,20985,696144269,36525,818999975,70774,990790404,109057,1131887948,130689,1187004432,98312,2178739282,1809,375336611,7804,767431215,14131,989482715,31845,1375599550,56669,1765676289,75241,2010328311,123706,2943753848,5223,1880641152,20774,2337819093,34735,2529259932,62913,2752279301,92934,2888799902,109577,2930678532,77054,1380924592,1068,77858356,5610,296298448,11007,480708703,26398,840805054,47978,1155466497,62701,1296681203,132262,2960661311,1303,69363658,7358,359265709,15617,675303408,41193,1464194350,79167,2334732169,105913,2742263207,32284,1562533357,3405,980845898,9045,1264192006,12892,1360485281,19806,1469252624,26415,1540041664,29753,1560395891,6611134106,2074576775,3360506394,4140107383,5346305641,6261995045,6575485121
2014,NJ,3951413,39514,197571,395141,987853,1975707,2963560,621296,247802,173350,98949,48610,21760,356128000000,67667531071,124031000000,164360000000,241004000000,310720000000,344274000000,3290078,252204000000,34574,32197208858,179590,73379448453,362019,104768000000,893704,163761000000,1741979,216791000000,2586692,243731000000,1376850,2966944914,37093,1225453397,162064,1615021327,292506,1842967137,616113,2254171207,997171,2657799027,1209527,2840757311,1013762,8281714374,34894,2946121539,150393,4543601100,263040,5383033225,514667,6698618311,777272,7711987144,911602,8078548353,616812,12650325826,9090,1756557036,46303,4485866973,87586,5986223705,192659,8095677553,321608,9885325806,430916,11185251919,836038,18538008629,35340,12525564152,145151,15312203816,243907,16377315919,450259,17625662620,655896,18313306898,758353,18498406583,425171,7994118464,5077,338809131,28240,1532560663,58210,2625953294,150008,4904194823,277337,6842151714,356028,7607978095,792952,19987589587,5726,369538852,36115,1863851977,83533,3973762164,245711,9955318421,488721,16304150779,650245,18841528048,263288,21261815315,23423,13545035338,71150,18067713444,103955,19260062601,163273,20448588611,216549,21051675682,244978,21250303354,55649561291,19716203662,32116683757,38447917772,47543664572,53852532179,55513229111
2014,NM,854909,8549,42745,85491,213727,427455,641182,313986,153299,112625,66154,32680,16158,46932439366,6441931062,13358985761,18913626891,29929946892,39962254496,45048541202,697772,31394609418,6753,2047326668,35705,6328601876,72200,10174830507,180342,18122877194,361886,25869657084,543714,29998690887,232516,373753248,7587,109212908,31957,175995606,56441,214772432,111623,278339381,167531,329473437,199377,354607506,122471,944797788,6061,368699489,23658,564852204,39156,659969670,69813,801137211,96204,886313260,110292,921333177,124343,1503893054,2552,272398832,10636,543396467,18933,675652313,39930,897369974,66661,1116874523,89051,1300644479,110518,2130694449,6406,1341138737,23310,1706888814,37443,1846742289,64502,2016119533,87700,2096994379,99828,2122595269,72104,1201815449,1805,114331112,9041,388507137,16765,583228186,34633,883023091,52298,1073559837,62756,1156378939,187245,4966905730,2370,159204541,15687,903540472,32107,1623987567,75133,3078288687,125928,4264318348,159837,4769842697,41244,2160958564,4977,1498853500,12889,1863076383,18153,1982008866,27341,2098085823,34540,2151219490,38219,2162151107,5384578956,1705252226,2837129876,3538135112,4593212296,5229834064,5375240616
2014,NY,8839665,88397,441983,883967,2209916,4419833,6629749,621650,211254,144858,81752,39714,17696,769644000000,226953000000,340278000000,416428000000,558546000000,686623000000,747989000000,7240150,488459000000,72944,79420211183,387510,157258000000,784776,214287000000,1956048,322370000000,3896392,424394000000,5782534,474089000000,3218114,10711578037,85336,7394457496,385559,8421527641,718819,8881675421,1545243,9623765790,2414539,10223848822,2872035,10520093877,1885522,23222452510,78175,13284604176,316869,17036724104,536646,18635589172,1009799,20849711920,1466962,22335829805,1706323,22904564185,1544296,26695228936,21850,5071114720,108858,10605213555,198233,12994369906,411543,16257032041,680763,19172209044,963069,22297777024,1605771,84091143554,79520,71218892677,307186,78121353237,500357,80197199062,895060,82506135630,1268408,83668331380,1461497,84014743509,811450,14305606049,12720,1069373389,70657,3881632616,140116,5990744720,329762,9781946120,548794,12526519838,691724,13713049940,1671805,43196204656,13363,906488208,91565,5527734867,214439,11643976785,588591,25196797641,1059711,36225242455,1389875,41097032336,557932,54474261813,60221,40324703368,172448,49703653194,242036,51738321129,360948,53477184519,463073,54286362120,520347,54498716358,126604000000,62485607728,86293287306,97288395801,113260000000,124016000000,126466000000
2014,NC,4078340,40783,203917,407834,1019585,2039170,3058755,386075,170289,121094,70534,34960,17538,249268000000,38402982518,76655911485,105542000000,161613000000,212692000000,238894000000,3418483,175970000000,35616,17351284723,180577,43693670450,360399,64715595147,892232,106278000000,1782416,146589000000,2664485,168353000000,1193454,1805715535,36898,728267604,156107,989993514,282527,1143865838,585289,1414526405,891295,1622492757,1054835,1724338871,712739,5310065401,33198,1935739737,134349,3114619406,226018,3705148032,408676,4517237080,567182,5008597816,645770,5190254971,699394,7705316180,11338,1030519297,49726,2399387599,91372,3124126719,204030,4291469429,356576,5455934156,485303,6381398015,622492,11887300464,33834,7450419360,130106,9538840447,211120,10366212739,365999,11269013062,498442,11722994592,563848,11844566937,415466,6829715304,6481,380269009,37064,1664614223,75363,2761241610,176698,4665648111,283497,5918674942,350077,6480610453,859568,18777418830,7629,396484577,51961,2492994461,118342,5095623827,315476,10883971458,555679,15628652527,717732,17748628211,231067,13405070622,24479,8686569729,69907,11495493321,100539,12253723458,153091,12987108673,195861,13323438100,215835,13406943768,30092389508,10213994013,16825713371,20513779877,25815153425,29207870939,30029529846
2014,ND,338743,3387,16937,33874,84686,169372,254057,529819,199327,141392,90300,48137,24849,27332486493,5027574298,8991087500,11780153609,17423491712,23122098782,26135416526,291820,16742966666,2615,936478837,13771,2773953266,28675,4629083190,74757,8927566017,149421,13300250602,224478,15799236035,111002,206676874,3174,72848588,13717,108237444,23958,124455067,47372,149228172,76991,178731365,95136,193837930,68026,344087871,2393,100595898,10029,172506306,17186,208716518,32412,259198935,50038,309863045,59982,329442315,49909,805751354,1016,94705138,4491,275222661,8144,366563656,17712,507326053,31297,665747284,39930,743307949,65853,1821942016,2720,1067269720,11000,1395944822,18038,1521206214,32540,1669413667,49230,1771995809,58499,1804853282,32346,429275932,497,16429853,2517,79085735,4837,136628722,10772,243457307,20104,351791207,26269,398443441,57983,1034592792,590,15114651,3333,104730320,7174,217184024,18017,475007943,35067,795631670,46905,948602282,27901,2817730258,2307,1883970490,8016,2453588251,11918,2600979668,18206,2729633204,23705,2796388840,26164,2813903190,4181756454,1543045609,2370074294,2797967132,3450551326,3967986635,4155630588
2014,OH,5098464,50985,254923,509846,1274616,2549232,3823848,366471,159788,116459,72208,38515,19143,313641000000,47344413405,92087830083,126306000000,195880000000,263726000000,299788000000,4236126,219284000000,44769,20185941928,225651,50501540520,454680,76104741815,1129320,128766000000,2223494,180832000000,3294835,209379000000,1427005,1797697304,45687,576109453,186182,857021599,324011,1010343140,647560,1288070546,1013199,1545887153,1240336,1690113798,1005690,6731894186,41572,2730320907,165350,4089663604,276971,4723816574,514979,5627909418,760249,6286478588,898329,6563021180,721756,9914773159,15063,1485110525,62700,3462658628,110891,4413104197,235879,5990792711,393243,7463556566,518673,8533273375,800287,13583656365,41570,8716051456,153987,10857242072,246092,11694943747,433016,12734559570,619155,13334498049,720201,13526356121,568090,8698770389,8484,492012378,46822,2085429159,90156,3274698656,208892,5492380865,360034,7276196623,469690,8186505215,1204993,27101338919,10016,514382727,67872,3302425559,145970,6311679582,380047,13524447561,713971,21262921347,976715,25271957460,248339,16216440664,29126,11300209422,79444,14277371625,110202,15012835488,163364,15740128720,209113,16120666526,232362,16219933671,38823093140,12854791812,20561736455,24885701363,31788602097,37089278578,38691548535
2014,OK,1524653,15247,76233,152465,381163,762327,1143490,410260,167572,120552,72845,37478,18874,98744247853,17657964317,32108425725,42780702074,63994943639,84150202557,94667804058,1277884,65458915323,12546,5098565521,64928,13904350602,132597,21639360473,334193,37768691185,666960,53777894817,993621,62420045792,427121,704429944,13902,288148115,58469,397291093,103485,452006146,206324,544143057,312566,626141790,373551,669763788,218112,1568818413,11062,704891676,42084,1016232493,68593,1155470642,120945,1346904317,169949,1480443966,196387,1533216660,260597,3218384323,5577,423845270,22599,1067631587,40098,1379157811,85791,1875311365,144577,2368508745,191424,2763488746,202177,4999722070,11890,3375062458,43296,4139281669,68451,4418510479,116973,4739888235,160409,4917729000,183082,4975898474,134436,2170455468,2527,131849028,13429,569471970,25435,893601445,56088,1459745909,91225,1870724544,113920,2060623346,309975,6514060510,2974,140025249,20333,867408419,44135,1663757213,110774,3468850645,196153,5209197328,258129,6103872893,93899,7487870989,10368,5338513727,30507,6638812303,42725,6968184353,62978,7305754543,79744,7460342646,87860,7493611053,12588351918,4803264073,7355032189,8747156020,10789430854,12174809919,12553814788
2014,OR,1704021,17040,85201,170402,426005,852011,1278016,387875,175490,127537,77757,39569,19261,110813000000,15977784159,32268221944,44842958353,70005965713,94071292742,106235000000,1378234,73447589644,14078,6054125134,71573,16214673275,143713,24843581170,356868,42641175272,711440,60528641020,1068514,70125301277,510279,956481813,15565,282290544,65927,442729814,116513,533417036,235364,689964100,366796,829980909,441248,899257133,343272,2594429326,13094,970291414,54649,1454540805,93372,1704489677,175114,2089126799,257082,2384155712,302118,2508096588,261684,4064643577,4246,464188835,20079,1210036243,37158,1634151557,82445,2347978371,145782,3127750332,196040,3658927398,324833,6238922814,13816,3487912383,55788,4696593330,92912,5184629119,168875,5757134375,244394,6097405088,285827,6202284138,199555,3389951665,2775,179691891,16068,773557275,32134,1253957998,77095,2173722490,131107,2875432561,166087,3199015303,351027,8921729409,2887,166875752,19802,1102203570,44470,2307651195,119329,5031630988,218604,7410872888,286932,8419539916,113885,6856740132,10150,4040408135,30648,5550016058,44710,6033802029,70300,6534429316,93653,6781096885,105264,6853644897,13241991610,4093515374,6885163325,8472769148,10922023430,12692272432,13195519875
